1000 50034
452 590 11
373 742 5
4 414 14
805 936 98
421 910 52
34 450 71
473 924 78
395 548 74
434 910 51
588 713 58
522 626 85
664 718 31
468 482 90
226 645 48
155 533 78
103 628 73
22 62 3
51 305 23
208 455 93
473 567 51
415 487 12
554 880 75
274 777 36
20 945 9
372 628 53
191 310 75
269 836 43
283 631 50
629 823 12
83 591 87
949 967 29
309 613 68
415 838 99
777 827 96
63 563 42
392 608 39
117 356 78
718 979 48
648 702 32
732 836 60
1 808 39
147 987 13
9 818 63
315 888 42
470 947 45
25 77 41
221 959 82
171 620 96
256 607 75
145 605 83
292 694 1
505 845 45
304 916 24
112 192 10
366 870 33
206 503 38
121 136 24
430 668 66
424 700 59
82 637 46
332 743 91
511 597 80
553 715 51
596 735 29
286 973 84
329 756 47
213 990 30
630 967 37
146 625 68
67 918 68
322 500 24
463 678 11
501 949 58
310 743 96
209 939 40
390 865 43
675 872 51
262 940 64
866 925 17
102 715 49
615 653 30
92 308 7
239 306 58
200 959 29
887 985 73
48 401 68
563 694 84
718 956 34
561 959 71
511 706 59
549 828 32
185 251 83
382 825 62
290 538 82
184 994 49
352 564 66
111 937 62
784 807 25
247 779 25
782 849 57
585 933 23
82 641 27
616 834 40
21 446 19
216 809 6
404 926 41
357 519 46
188 470 13
108 649 78
463 614 59
117 442 79
19 102 92
14 929 85
376 603 38
176 690 75
91 882 70
410 773 43
551 595 17
73 250 80
613 977 57
490 722 3
530 957 15
319 779 33
165 518 56
544 574 34
301 812 24
120 268 19
373 458 37
540 881 90
0 49 50
161 311 83
66 334 97
219 600 32
296 402 60
102 964 56
295 544 37
815 935 33
498 617 58
847 890 43
64 288 98
537 856 55
441 566 9
213 533 13
234 723 21
35 312 59
739 893 67
591 815 80
344 754 85
400 510 57
169 884 21
772 825 60
179 256 9
180 764 12
30 177 53
628 770 45
413 466 49
173 233 8
229 511 91
181 775 47
65 231 77
260 794 26
6 680 78
658 878 94
802 901 68
289 804 77
497 780 21
251 406 24
183 394 44
927 996 96
668 887 5
980 988 88
666 872 77
40 677 17
556 723 43
71 760 3
251 825 37
789 821 59
116 711 76
227 505 83
507 879 53
293 882 97
23 640 63
25 676 30
323 492 72
702 835 24
345 404 72
689 940 77
383 805 37
89 463 53
214 462 24
222 961 13
32 200 13
389 936 40
209 985 50
116 172 31
400 658 5
272 718 92
205 461 22
533 846 96
480 767 22
38 658 15
528 547 52
5 917 5
393 722 33
396 526 11
464 772 8
386 857 62
674 984 29
208 554 22
162 646 46
177 351 8
130 526 64
164 573 25
24 256 8
866 878 99
804 828 26
415 817 15
514 891 36
128 242 32
241 455 26
21 725 80
271 703 69
418 823 61
309 336 96
287 359 23
489 991 25
89 486 2
216 990 87
930 999 97
380 447 2
366 922 10
348 769 64
388 627 4
384 950 84
104 505 21
290 865 11
203 445 63
76 84 3
137 146 45
451 491 66
9 998 67
21 443 92
711 797 71
362 652 81
716 935 8
266 914 36
229 569 95
193 503 34
711 943 82
433 560 34
523 561 47
91 307 78
441 964 81
592 649 68
214 560 64
328 554 87
173 568 81
200 285 25
89 518 78
40 80 49
536 832 81
689 813 83
515 580 6
325 679 50
495 867 29
469 985 94
587 824 37
693 741 25
676 945 31
331 513 30
46 460 88
366 482 79
123 389 86
406 889 59
35 812 25
861 895 27
206 894 29
73 240 39
86 915 43
66 922 35
523 772 64
633 770 63
132 226 1
363 516 24
850 912 46
32 861 50
430 972 20
57 308 79
437 489 97
389 595 92
21 706 35
581 700 66
369 467 36
184 808 55
160 915 97
430 650 20
939 960 55
315 523 91
369 812 11
228 867 11
521 895 43
97 755 66
208 771 90
122 171 38
226 909 90
577 730 31
492 821 13
465 648 93
636 699 26
376 562 16
34 892 75
466 913 38
167 843 77
1 115 7
131 470 33
340 497 40
375 814 17
896 907 9
421 580 59
645 929 39
367 946 68
568 573 11
84 378 7
57 309 6
446 883 16
684 913 13
509 610 26
133 688 89
81 857 38
807 841 85
200 274 89
466 523 88
300 748 32
172 910 3
830 858 34
123 454 19
275 415 38
25 631 2
165 664 82
771 910 67
832 864 92
132 229 71
103 812 95
151 175 32
251 585 23
187 300 65
109 497 93
401 827 84
256 630 81
35 266 76
246 519 55
104 591 94
113 603 63
53 909 72
426 781 5
194 678 2
137 549 74
7 743 97
367 555 37
855 897 76
259 418 87
507 551 14
515 881 76
273 834 3
426 997 30
35 421 71
793 923 45
253 758 68
69 442 46
542 811 45
589 742 53
198 267 69
618 924 66
510 998 6
50 683 11
247 286 96
67 71 50
480 714 51
81 853 50
536 828 16
132 466 88
111 391 58
685 795 78
100 933 88
675 883 4
727 729 18
129 530 65
261 944 26
321 539 48
479 510 79
263 402 18
23 919 81
20 348 48
241 795 66
140 719 68
133 532 64
352 531 8
385 592 55
124 510 31
737 999 65
592 800 49
13 820 3
240 999 93
45 393 12
296 424 90
214 800 48
397 658 56
397 919 79
131 659 48
252 422 67
447 693 81
803 945 83
832 996 34
597 680 28
348 589 5
502 635 56
243 776 63
230 443 48
75 587 98
611 732 86
465 787 68
593 691 68
118 914 68
22 752 3
361 516 56
266 407 34
182 640 64
361 511 41
322 910 28
65 602 70
111 999 55
530 572 87
954 989 49
17 648 36
774 825 62
225 875 44
281 945 59
361 387 54
44 625 98
564 860 10
625 636 15
159 804 99
74 538 4
824 992 79
277 623 83
246 460 94
321 510 72
524 970 33
646 849 39
161 946 93
272 332 15
465 560 20
345 543 97
30 99 20
42 658 73
180 878 26
329 583 76
575 641 29
408 549 1
184 530 32
45 576 87
218 943 63
35 450 65
413 850 74
355 430 78
26 704 85
417 470 32
415 885 67
561 706 68
4 371 46
355 543 69
368 606 91
506 647 8
209 752 72
790 991 28
262 733 97
706 915 42
117 431 51
30 772 13
332 474 94
570 895 54
316 939 64
40 926 70
673 960 39
889 996 97
104 855 74
133 297 54
148 216 29
203 917 47
506 942 100
160 712 24
201 632 44
804 953 65
644 708 9
178 561 5
212 237 8
571 904 48
425 664 68
353 433 20
627 938 14
929 968 71
615 867 25
179 200 72
441 987 74
450 699 56
599 607 31
607 932 32
124 894 79
686 876 48
103 575 71
769 987 63
438 593 28
337 486 84
131 284 78
145 828 20
133 437 68
167 216 61
1 812 1
844 891 45
703 777 85
501 987 29
11 884 70
354 535 24
384 715 43
548 974 85
497 886 99
400 488 99
484 527 75
783 910 23
134 510 76
586 640 85
114 254 42
641 977 37
262 486 8
865 991 95
59 413 24
174 494 83
262 756 92
377 741 4
560 589 26
49 218 78
479 488 73
782 888 75
869 963 22
106 866 22
457 826 69
503 801 97
931 999 13
314 786 58
281 569 100
285 907 68
309 508 33
146 546 6
803 805 7
450 597 24
335 961 17
160 402 39
810 975 16
686 913 71
23 490 74
507 703 75
36 379 14
119 705 62
525 733 16
21 868 79
312 778 73
374 754 69
364 763 98
750 993 81
235 536 92
414 473 76
220 484 83
300 991 22
212 693 43
346 745 41
207 788 71
218 443 81
705 990 4
732 860 82
63 991 35
683 753 49
615 662 74
593 633 92
655 732 67
30 279 58
612 631 96
139 385 10
484 640 94
430 477 21
96 420 76
85 755 56
439 684 77
613 701 34
519 744 30
64 593 11
544 937 76
510 581 48
108 329 76
219 367 98
609 942 68
309 419 50
558 862 12
156 269 6
261 269 27
187 229 69
75 980 96
675 792 17
234 490 34
211 536 18
338 765 40
511 614 25
603 737 63
458 828 61
278 960 27
82 258 18
853 938 85
131 852 68
508 724 4
90 403 74
354 381 95
12 353 56
590 722 71
225 459 33
773 998 23
107 149 39
77 982 20
273 825 96
185 779 37
13 293 5
397 687 47
121 767 49
178 280 44
98 192 22
200 464 92
539 571 13
50 672 2
57 753 50
168 465 38
121 307 36
54 768 79
82 713 49
754 943 76
233 368 46
121 871 77
231 935 84
77 555 82
288 506 28
28 988 70
204 864 68
569 816 49
644 988 88
292 380 60
15 771 24
789 991 78
139 409 41
859 918 69
179 554 38
138 959 59
625 949 11
346 713 24
369 907 81
209 382 16
274 813 69
148 349 96
79 922 61
840 921 65
104 619 28
425 903 84
264 973 6
64 87 34
93 851 43
30 167 62
46 437 50
230 342 22
540 709 71
446 631 44
198 348 6
573 944 62
320 676 16
176 293 29
405 568 81
145 549 58
598 703 65
116 681 87
534 868 54
320 550 56
771 976 89
501 525 88
233 446 54
103 653 91
17 498 64
333 618 18
282 672 43
445 700 18
297 680 30
296 959 77
798 867 42
569 941 16
27 702 41
354 648 5
387 398 53
79 82 100
600 849 21
60 612 89
582 593 42
772 805 65
228 478 91
354 591 88
105 638 66
34 734 31
482 779 48
514 675 38
268 647 4
584 929 35
277 617 61
195 754 68
380 596 1
51 612 69
554 573 28
551 631 26
852 862 8
214 753 66
697 931 48
72 89 5
271 621 8
677 772 2
182 806 30
631 965 47
768 936 60
135 594 66
335 675 61
51 609 29
199 858 10
840 911 39
23 960 39
2 386 47
466 841 29
590 682 72
653 863 9
127 474 98
189 375 71
53 674 64
605 901 41
23 999 90
285 344 29
193 332 91
483 944 75
605 833 75
10 955 96
84 264 74
549 912 3
18 962 75
274 752 35
140 985 51
636 641 47
101 975 14
632 766 30
381 508 52
134 401 50
799 869 18
92 246 81
785 903 86
155 779 85
270 936 84
30 214 22
825 849 74
161 705 77
73 437 93
46 581 95
371 711 48
122 604 38
213 944 92
73 624 75
387 786 22
34 211 83
577 663 21
336 740 19
4 795 35
526 838 75
106 266 83
343 426 13
107 417 33
328 959 42
434 460 31
62 188 79
665 897 65
100 730 68
48 148 14
393 670 30
41 652 13
256 338 42
585 809 46
409 960 10
487 630 15
541 889 63
478 664 84
236 897 19
78 539 10
164 427 62
934 957 95
75 131 23
47 223 61
521 659 59
263 682 96
636 993 53
715 966 86
796 868 26
9 907 99
223 655 34
522 694 26
280 552 62
386 726 17
270 299 17
387 706 84
551 882 93
131 153 95
413 525 89
204 606 75
626 711 43
477 599 22
221 549 79
39 811 32
456 826 48
107 707 100
44 447 64
370 540 19
565 818 96
104 807 85
498 861 16
179 354 81
73 928 44
425 865 76
242 668 32
893 926 20
167 224 86
24 927 26
244 546 22
52 489 63
539 823 43
663 823 38
485 541 83
701 794 46
300 395 92
818 894 73
544 588 33
458 987 88
581 951 36
157 734 40
258 447 22
305 836 4
551 737 19
337 807 3
535 722 43
113 981 85
238 462 57
457 744 10
178 978 41
148 506 29
59 393 66
187 532 3
26 70 51
11 235 91
496 858 29
513 659 6
407 545 49
20 449 85
448 782 74
288 932 80
314 793 29
49 265 16
107 929 59
302 553 33
161 226 39
356 538 8
762 769 69
856 974 34
898 918 70
166 505 28
2 421 89
360 761 69
127 986 20
201 619 62
906 936 75
786 841 27
171 257 29
205 328 92
461 888 90
558 806 42
362 746 47
60 208 47
766 918 94
16 640 67
376 467 62
717 848 64
142 306 93
5 413 61
352 596 9
288 847 79
65 683 8
25 168 13
25 765 46
482 873 20
495 793 90
220 346 39
418 690 21
99 132 61
770 804 83
1 20 56
72 431 57
249 905 56
34 530 27
213 696 72
325 564 31
2 850 23
253 257 51
739 795 37
107 233 63
335 722 43
249 629 64
175 550 98
85 319 28
241 763 69
311 879 11
275 693 34
497 663 38
54 483 7
118 379 13
73 554 14
530 929 66
288 924 54
151 996 62
381 907 51
113 681 34
56 127 11
263 599 16
71 803 71
275 662 90
401 660 53
730 940 42
568 880 4
272 819 59
451 623 34
636 689 81
219 810 16
92 211 14
699 910 8
179 585 83
85 638 92
506 745 36
128 587 66
721 877 100
51 853 53
156 637 86
4 230 73
233 758 11
456 721 95
192 242 53
57 240 27
414 988 62
295 616 7
204 918 21
154 320 92
166 264 89
737 926 1
463 889 84
641 771 100
674 811 63
581 632 12
749 771 73
612 672 90
233 318 24
12 564 33
689 863 45
10 244 89
17 318 49
406 679 50
209 877 67
116 424 48
319 838 4
227 771 40
271 951 35
7 829 12
473 529 69
397 694 29
131 362 22
962 965 40
622 907 41
205 269 69
838 889 76
83 674 96
38 195 88
183 247 94
257 673 14
90 186 97
229 667 38
338 486 8
236 912 39
365 571 31
522 838 37
186 372 56
543 941 91
173 891 46
761 915 5
451 622 86
247 791 88
669 715 81
735 978 15
499 822 46
383 988 1
139 374 59
293 777 58
41 534 52
278 438 80
108 436 74
482 982 64
391 764 26
2 730 54
104 548 40
555 663 54
279 818 17
199 496 44
165 408 49
263 417 5
420 533 7
105 902 90
774 795 98
327 479 7
748 907 97
702 713 46
276 364 72
695 984 10
734 882 72
221 523 48
488 873 81
527 597 28
167 735 38
188 931 44
237 478 93
93 855 42
228 432 83
225 516 14
46 153 83
16 125 89
55 494 58
608 673 59
246 355 100
594 822 86
339 952 59
610 931 9
211 748 98
488 517 25
207 278 61
869 901 10
548 801 15
486 741 77
275 470 23
175 978 37
154 310 13
51 645 39
84 762 27
5 696 59
571 687 71
124 820 42
577 806 1
465 750 41
696 948 85
392 580 49
104 736 36
99 100 50
579 676 23
703 705 43
308 437 44
216 321 46
223 292 59
133 218 33
188 577 47
468 610 40
495 842 13
239 980 36
445 690 69
597 644 62
150 675 30
361 935 19
398 992 88
116 376 2
324 389 69
203 583 67
9 257 2
212 879 95
881 934 18
389 457 25
188 585 62
335 632 67
439 636 44
426 545 58
198 824 63
956 972 27
493 923 40
490 848 83
370 609 31
68 592 24
225 801 11
140 479 73
634 880 2
653 960 76
274 897 25
165 635 32
749 929 70
271 801 48
728 988 22
317 864 44
204 548 64
283 481 33
298 729 54
149 522 33
880 974 89
950 995 13
197 771 21
379 645 82
212 568 92
738 742 19
415 774 74
231 416 7
514 907 34
243 856 18
182 639 48
600 630 24
727 950 82
443 990 52
606 635 46
236 719 68
373 920 4
549 854 75
126 471 11
380 477 30
432 573 41
603 879 73
382 607 36
721 865 46
380 654 84
229 732 76
340 813 21
353 732 11
69 357 25
25 876 13
383 747 2
254 583 28
101 477 93
358 365 26
608 847 30
9 862 67
552 569 36
753 870 68
549 786 74
207 794 32
108 527 78
84 314 95
98 376 11
248 904 2
39 738 45
173 212 16
17 794 97
285 507 100
6 644 65
269 408 24
262 765 93
694 947 8
6 949 66
109 529 58
519 825 16
524 776 98
737 992 19
245 698 30
205 707 1
190 427 78
59 893 71
801 910 70
288 944 89
34 118 64
61 846 39
365 433 65
332 915 23
655 933 47
487 870 99
53 266 16
129 804 12
124 992 72
257 275 39
456 645 71
20 437 51
127 335 34
334 893 1
185 264 30
288 540 23
744 940 39
30 516 99
85 586 63
78 92 51
548 831 40
143 636 41
425 648 67
589 638 90
271 788 63
705 816 49
556 648 49
810 900 1
810 952 31
245 796 88
95 371 84
13 343 100
156 700 97
47 724 39
207 531 39
104 634 79
581 903 53
419 664 61
484 568 71
34 458 100
187 269 20
679 739 63
776 988 40
64 169 33
145 207 89
467 930 18
47 335 67
224 602 48
271 433 96
71 392 65
870 938 29
163 961 85
506 918 16
262 858 6
109 848 97
5 151 76
302 797 43
149 466 49
724 971 84
427 446 30
173 270 79
442 446 73
255 939 88
362 483 82
356 686 55
0 53 65
805 985 57
597 976 84
719 826 7
153 361 1
273 374 16
302 763 21
200 433 51
160 757 24
131 910 1
268 841 26
261 714 33
593 738 31
11 90 88
881 933 76
198 656 6
552 819 47
912 956 62
167 769 4
825 978 16
552 699 89
177 314 72
57 744 20
227 681 7
555 645 60
249 871 26
402 675 8
528 676 75
65 591 70
481 594 87
699 747 60
44 378 59
103 421 78
528 803 97
872 924 29
120 437 3
201 570 25
360 592 5
551 907 52
623 878 5
31 288 47
290 668 43
453 783 33
253 555 26
209 776 33
28 639 64
170 727 65
871 875 2
85 995 76
311 344 79
313 672 56
344 642 8
50 724 39
58 329 50
97 797 27
241 670 13
44 563 40
111 690 7
312 323 44
560 584 48
237 499 86
170 297 84
655 698 20
96 670 5
313 892 72
252 430 19
67 397 13
75 759 47
299 957 14
156 575 49
763 814 18
179 537 28
176 536 68
563 623 67
17 187 38
82 618 3
50 524 97
200 618 55
478 983 14
224 608 75
249 729 53
96 954 87
60 748 22
151 190 23
641 797 32
40 420 46
78 750 84
415 771 23
385 629 54
149 421 32
634 758 15
773 957 30
91 839 51
129 850 78
92 801 75
346 836 35
619 751 83
375 382 42
616 667 35
102 116 20
623 767 44
435 893 16
114 263 8
222 500 77
588 673 11
815 940 40
555 946 43
145 831 92
518 670 55
675 767 3
141 725 95
321 509 49
400 977 15
332 532 95
219 553 2
22 359 92
501 975 11
477 636 65
246 432 3
701 881 13
7 677 1
1 913 57
246 272 86
151 524 56
36 479 73
825 875 90
761 855 54
813 996 95
74 537 69
140 515 99
176 315 81
392 438 45
446 523 67
46 448 14
110 443 69
75 751 92
318 884 35
187 732 27
890 976 96
579 677 23
203 605 77
693 922 65
15 396 18
432 625 29
798 954 22
39 217 93
149 833 87
1 938 50
34 87 54
839 909 83
106 267 43
529 851 45
341 690 13
629 987 15
56 418 99
108 830 24
144 165 95
232 423 85
133 966 57
854 978 28
334 801 50
41 625 33
700 887 21
76 739 21
594 803 12
430 870 47
332 974 67
211 872 20
266 463 88
334 919 52
215 628 74
397 795 17
630 637 97
463 824 5
18 982 91
342 954 24
215 588 6
179 808 6
254 752 10
86 747 64
20 473 46
218 569 42
841 902 17
50 673 9
115 870 75
37 804 23
85 874 4
114 332 89
272 562 64
360 888 60
380 955 56
173 281 60
644 937 5
542 673 26
712 931 54
132 931 53
176 218 61
53 265 64
421 471 2
589 951 28
236 547 74
134 489 98
713 847 66
305 628 82
40 553 98
272 977 46
63 270 87
593 732 37
642 989 95
67 81 59
804 930 18
161 354 12
568 828 42
313 362 51
265 760 28
96 359 99
892 995 47
351 690 49
177 692 23
267 428 100
280 788 75
358 418 95
414 659 36
508 555 48
88 504 15
460 654 10
116 733 34
180 527 51
666 713 99
312 854 38
79 222 92
153 956 42
143 156 34
132 790 24
439 965 60
70 429 53
758 935 74
876 914 9
238 620 85
431 912 39
714 775 74
787 965 97
145 953 43
51 869 55
250 422 32
487 944 54
747 977 29
413 684 95
216 995 50
453 965 37
378 718 14
484 850 74
189 981 33
140 171 94
478 564 35
7 146 82
130 355 26
619 659 4
568 898 23
112 603 30
311 768 92
672 888 39
508 761 98
46 435 25
465 493 96
595 725 42
92 95 92
195 443 77
133 278 43
42 831 95
830 879 93
490 499 64
424 680 13
799 967 70
8 14 61
170 374 21
232 567 29
97 477 40
268 751 29
32 556 64
35 426 77
134 452 17
267 878 5
674 760 63
148 510 13
138 400 38
413 441 91
227 265 46
228 401 20
4 705 40
180 455 48
259 597 5
100 598 7
682 793 2
644 731 31
570 969 23
362 877 70
465 912 38
573 729 30
176 235 20
232 836 46
216 258 29
347 838 91
258 787 74
77 820 76
223 531 66
483 961 2
188 494 80
187 355 45
462 474 19
298 304 5
922 932 2
301 552 27
816 969 77
12 595 80
331 778 89
13 861 16
382 661 75
94 235 64
132 902 2
385 801 92
25 610 38
166 553 56
199 793 26
108 299 100
697 812 87
50 449 34
519 788 53
476 796 38
548 790 3
201 825 20
121 309 31
390 514 23
137 644 43
96 425 67
420 999 37
303 791 52
257 509 67
244 744 48
50 829 22
10 576 65
278 872 68
310 562 11
500 992 15
430 872 70
394 768 45
400 684 15
157 976 55
96 603 20
123 592 76
340 995 71
294 716 23
725 905 10
139 979 73
254 828 74
185 958 15
159 228 1
42 955 52
516 552 16
609 981 73
766 938 28
606 689 40
323 517 51
150 975 87
122 484 55
815 832 80
216 610 96
457 661 84
190 729 7
513 965 52
728 730 83
362 799 47
129 564 87
89 700 75
341 575 40
215 928 29
703 839 28
309 858 30
320 781 69
26 660 19
246 437 73
214 733 68
245 497 44
490 841 67
113 721 79
400 765 55
458 909 18
642 696 38
324 595 26
56 59 41
193 589 19
313 774 7
525 535 50
717 780 47
10 195 88
652 749 72
33 195 65
417 972 53
864 976 37
281 338 23
191 823 57
268 373 45
55 934 86
10 388 82
926 930 74
46 842 14
309 764 16
85 176 6
653 750 23
453 997 57
26 744 55
42 700 41
746 813 74
31 726 62
347 841 13
820 879 33
344 829 1
285 488 34
106 513 41
161 489 22
492 993 43
586 861 67
24 428 26
352 637 82
233 625 97
44 912 48
131 732 1
55 685 47
499 650 8
207 411 85
182 328 65
151 942 33
843 979 48
333 989 71
283 742 27
75 182 44
271 339 97
378 701 14
252 908 80
578 931 35
258 648 41
250 955 75
42 679 86
634 776 98
2 878 47
483 975 46
55 201 40
2 399 44
525 955 86
659 828 7
135 847 97
284 924 5
28 442 98
108 933 30
163 733 63
246 539 10
526 936 88
665 958 33
306 702 1
200 554 63
791 852 78
949 993 57
258 622 48
109 602 32
846 924 90
121 253 90
28 908 6
114 234 59
272 430 39
294 734 93
251 562 4
325 689 29
518 905 9
52 122 88
283 391 32
145 230 97
202 485 77
238 857 20
752 777 15
201 872 37
278 814 3
68 739 37
167 817 60
301 608 4
190 862 63
358 558 65
773 945 78
16 773 54
546 983 98
511 791 59
595 750 40
20 688 90
34 503 89
297 541 51
468 846 11
86 89 36
541 835 99
893 974 77
458 741 41
91 162 55
562 640 48
344 369 61
195 384 76
135 258 11
48 466 47
135 684 86
20 773 98
920 996 93
277 979 90
80 781 41
43 468 19
762 904 99
29 655 4
63 777 54
62 610 85
196 593 86
111 812 59
437 609 8
324 745 100
26 150 92
34 929 69
600 645 94
362 571 27
229 601 98
238 561 62
592 702 20
242 363 62
437 771 81
489 840 89
188 655 50
663 774 2
60 804 68
789 982 26
380 385 54
840 987 26
462 787 96
199 595 53
39 498 57
89 108 97
144 926 73
228 672 5
45 196 55
47 627 20
389 469 11
49 74 98
363 532 63
467 793 26
153 730 24
102 251 59
90 195 32
64 716 21
156 589 34
601 627 4
137 412 75
598 903 92
325 620 68
478 944 30
399 586 78
211 792 35
601 613 57
26 764 5
232 985 3
589 874 67
443 534 82
197 450 54
275 576 54
310 574 47
608 724 42
161 175 36
42 975 72
21 153 31
612 747 37
522 618 62
69 817 71
313 727 60
183 334 11
214 924 90
63 426 30
124 386 6
197 799 49
175 455 48
863 865 34
155 908 36
66 929 11
336 926 29
477 973 59
92 696 77
282 778 15
193 492 68
231 450 1
24 844 7
383 610 59
582 827 96
788 794 58
203 415 74
183 546 45
151 842 15
755 770 57
810 945 8
379 422 37
61 926 97
40 584 54
398 943 57
282 550 16
552 718 98
42 233 68
448 455 16
643 942 1
531 881 16
83 905 22
43 459 31
441 630 88
115 644 48
455 800 66
848 863 88
192 721 50
53 750 13
767 809 82
242 735 7
181 892 37
64 296 72
60 511 57
421 899 59
225 375 31
441 927 90
134 940 49
564 644 26
146 914 38
146 770 14
225 676 95
233 668 91
421 436 53
419 762 49
183 972 59
161 353 16
53 939 53
187 721 72
309 574 13
698 773 27
81 105 21
132 546 45
466 469 49
889 929 70
233 442 96
848 965 40
196 254 88
479 542 72
184 379 43
226 455 85
422 756 49
8 133 23
541 733 63
355 900 33
48 136 77
18 400 44
473 707 55
328 496 14
97 211 99
269 631 48
485 530 11
240 879 2
688 760 79
46 664 63
588 791 78
94 855 63
235 552 34
453 583 19
119 449 10
61 933 54
22 873 26
528 939 89
97 454 100
467 627 69
679 780 91
198 583 67
141 481 98
97 373 22
223 942 61
173 911 52
68 475 32
622 718 98
197 947 71
55 683 29
16 914 18
279 823 43
215 841 68
277 995 66
414 769 2
168 731 29
178 713 77
76 565 61
199 426 92
65 656 7
254 578 15
12 89 87
256 740 22
142 832 34
246 766 54
243 728 24
184 958 11
491 553 64
124 749 67
248 649 41
104 121 61
68 279 77
280 619 25
435 664 4
113 793 1
666 812 26
737 924 3
468 632 84
427 652 47
203 977 20
247 315 11
738 938 23
237 901 24
140 285 37
422 837 33
271 273 10
235 865 45
42 414 8
442 841 79
145 546 60
95 798 58
127 942 48
137 142 61
29 968 81
56 888 9
225 584 71
551 712 25
361 655 5
184 682 6
180 927 73
316 393 70
275 405 24
722 986 21
14 243 95
146 667 71
366 541 52
16 659 67
469 954 74
14 742 51
476 636 94
121 835 99
339 587 59
630 755 96
908 992 60
125 608 27
45 533 18
642 939 72
471 957 68
719 772 57
141 839 23
497 792 13
783 942 68
172 259 9
138 579 62
368 752 55
194 842 12
468 664 29
95 295 68
970 988 30
76 581 54
778 947 37
264 915 66
644 981 66
504 863 67
465 913 88
40 581 12
895 960 83
113 471 6
261 936 25
432 816 5
550 979 46
236 501 54
71 990 94
356 829 84
115 391 3
508 861 77
317 755 100
110 667 95
105 178 77
241 998 96
354 998 65
293 385 16
532 967 31
457 833 75
722 911 87
937 985 56
71 882 9
901 966 23
429 984 19
123 395 39
125 772 88
45 327 88
346 513 70
623 852 65
338 751 7
444 579 43
194 281 73
142 587 29
527 736 85
136 980 65
200 804 59
235 870 97
464 919 17
328 901 65
45 482 28
785 942 44
228 308 69
145 450 72
19 267 19
713 953 41
221 525 62
522 691 18
970 971 92
561 657 3
850 877 42
504 707 83
86 303 81
344 572 44
371 533 79
629 747 77
73 112 48
155 930 17
505 958 8
5 660 92
258 316 94
391 426 62
36 426 58
185 567 65
141 193 28
50 198 3
146 552 35
333 533 12
974 975 19
221 956 64
523 657 100
257 421 37
610 877 95
181 391 5
141 829 14
838 859 12
701 753 96
118 735 44
511 884 49
332 679 68
417 809 99
306 894 10
578 870 64
312 517 70
354 772 93
195 689 53
311 512 38
174 686 73
14 34 95
646 968 95
290 576 80
538 655 8
140 927 8
770 911 79
168 889 3
28 429 96
91 422 7
330 539 38
191 738 8
241 539 53
806 824 13
44 658 55
126 779 35
656 766 60
43 914 4
747 942 86
503 640 45
54 85 72
360 554 26
318 886 64
728 834 76
205 577 71
625 877 9
482 962 20
271 599 29
56 531 13
385 565 74
87 269 32
770 908 70
582 975 2
402 916 78
961 977 72
504 901 57
399 404 93
596 751 29
687 895 68
883 954 84
343 622 92
32 892 59
215 352 63
575 811 50
759 992 25
440 891 10
142 318 31
34 648 75
4 728 29
202 701 59
295 873 67
203 395 58
294 990 81
443 860 88
56 735 77
292 756 57
135 750 82
627 689 18
10 48 54
319 379 17
