200 3999
129 190 52
72 190 69
122 160 11
81 107 14
16 57 47
55 123 6
86 194 93
11 159 66
153 188 70
35 129 79
26 40 11
57 72 35
46 157 30
6 189 100
83 91 33
78 96 61
4 66 98
34 105 80
184 185 90
7 77 69
31 162 100
16 67 53
162 169 19
1 92 41
16 137 46
5 15 6
81 102 8
136 191 63
0 33 24
119 147 21
116 133 46
25 121 80
34 56 37
128 161 98
9 87 43
92 155 57
16 180 3
144 166 42
13 78 38
110 189 76
85 107 92
4 39 59
82 112 58
124 184 50
66 192 83
144 167 61
80 196 23
62 188 21
109 134 10
36 69 24
149 156 57
83 112 65
56 147 62
60 104 75
100 142 24
15 178 37
173 184 7
3 30 99
24 126 91
59 120 89
89 112 86
83 190 27
16 181 71
94 138 28
135 153 35
134 140 65
100 188 37
54 56 1
154 188 45
10 112 57
37 117 74
30 57 55
65 68 56
88 164 2
173 193 42
43 122 26
15 138 65
159 174 89
68 121 39
5 49 19
18 26 58
13 38 52
43 169 37
52 126 78
35 194 22
171 199 24
82 161 87
7 91 24
11 156 18
58 76 60
32 188 27
108 151 41
83 154 80
106 123 49
74 177 47
60 109 98
117 174 30
159 195 25
20 136 22
165 168 100
88 99 57
2 180 51
57 133 60
12 134 49
98 171 56
8 91 95
160 169 31
135 151 21
1 96 81
71 196 64
12 109 19
147 187 86
67 192 70
78 82 1
15 62 43
99 140 52
37 59 42
44 143 52
50 51 80
11 41 18
26 89 71
29 90 45
52 155 30
2 183 81
110 191 74
17 93 22
115 142 42
95 180 76
49 188 19
6 73 82
70 119 79
33 168 69
6 43 54
58 189 82
19 48 6
73 137 17
96 143 73
185 190 87
79 192 78
50 134 16
28 89 48
1 11 78
69 114 82
32 184 100
149 150 85
15 141 60
22 79 39
31 198 24
34 40 4
23 93 60
49 166 31
20 182 65
76 114 19
82 144 71
97 142 100
41 126 32
70 147 77
22 65 42
9 183 24
74 171 56
45 91 71
89 181 36
176 179 56
129 189 48
132 159 58
116 122 90
176 197 21
34 163 13
60 158 97
63 107 91
157 180 89
65 95 19
23 97 62
62 103 56
60 169 84
95 163 59
0 2 68
58 158 58
3 168 51
80 180 59
23 147 29
109 131 51
47 195 83
12 141 92
33 120 17
64 83 69
122 169 71
96 152 43
53 77 36
135 139 9
149 173 32
20 37 78
52 152 70
20 114 59
137 175 14
53 181 86
103 129 24
182 190 11
182 195 68
34 149 90
50 74 41
0 108 79
138 179 66
66 67 100
120 184 54
91 154 66
5 151 69
86 131 66
26 54 90
138 144 8
98 133 90
33 112 24
21 101 42
27 185 40
59 85 90
27 100 84
132 146 27
56 89 92
144 170 63
13 143 12
30 181 34
16 68 3
24 108 76
88 197 78
107 164 2
66 143 45
24 46 85
113 174 57
53 193 58
137 174 61
45 150 24
24 32 55
111 198 13
75 97 6
151 167 50
110 142 2
74 127 48
115 167 6
195 196 100
80 108 36
60 92 18
124 197 79
143 194 28
78 182 84
67 133 56
17 30 83
159 172 51
40 128 87
35 86 98
126 190 12
52 189 86
60 97 47
11 195 55
109 151 24
34 199 43
15 63 83
89 187 60
142 174 100
0 145 12
72 155 64
27 39 73
138 162 81
52 96 10
54 126 7
93 101 47
71 186 58
0 131 52
67 156 63
129 164 25
98 110 98
133 150 64
23 196 8
38 146 93
17 35 29
74 79 10
6 148 90
22 61 97
62 177 36
8 142 10
62 152 65
37 73 1
59 128 10
109 194 10
183 195 91
44 108 24
0 73 79
48 176 73
59 95 77
20 132 27
115 138 65
93 161 61
157 194 1
92 176 67
115 164 13
25 181 25
40 112 42
68 146 27
24 160 17
60 117 22
38 195 55
90 142 79
171 186 12
70 115 92
17 121 55
127 192 30
1 74 21
19 193 85
110 143 5
4 73 1
100 190 52
58 118 64
23 131 55
8 44 84
27 47 92
88 92 61
34 93 55
109 147 13
5 34 61
29 190 88
54 64 100
97 188 12
126 154 18
83 108 54
38 42 32
49 174 10
80 136 7
54 188 85
83 120 95
38 191 21
6 172 36
89 114 35
127 189 15
75 144 74
23 148 17
88 174 100
54 78 4
29 97 94
85 122 22
38 82 48
93 112 90
49 102 23
87 111 63
25 115 57
17 34 83
107 182 82
140 198 6
25 199 87
24 174 22
107 184 81
63 133 40
175 186 49
6 185 43
25 82 90
139 190 29
112 157 8
54 146 16
93 174 16
52 109 8
22 115 81
4 23 27
75 106 37
66 183 100
27 172 6
43 73 63
53 161 64
119 151 61
28 162 49
34 139 59
81 169 59
49 185 20
9 110 83
131 195 28
4 168 88
73 170 23
125 141 20
57 104 1
152 182 100
21 187 58
40 126 31
21 110 44
6 36 6
14 80 41
28 37 86
9 161 100
20 79 75
1 147 46
151 162 69
61 115 20
36 137 17
134 173 67
56 123 81
57 136 11
134 188 96
138 186 56
83 166 9
73 88 10
69 90 31
1 195 74
107 154 10
42 198 42
27 53 31
106 160 25
120 191 82
37 63 63
5 124 50
20 103 10
40 147 53
89 137 50
60 148 43
9 118 75
122 198 62
83 86 44
139 195 87
52 172 81
7 83 33
12 81 43
146 189 25
87 185 65
49 107 10
23 46 53
177 183 9
16 105 29
29 101 56
89 103 89
53 169 99
86 102 73
104 175 88
5 107 83
96 99 66
40 193 10
30 69 41
61 178 87
4 6 42
14 90 91
134 172 70
85 173 85
59 136 52
36 39 79
66 108 16
32 180 16
22 59 71
104 167 10
18 41 45
9 60 4
99 154 24
102 144 53
64 151 8
5 99 70
88 149 32
116 188 90
43 81 71
80 83 100
26 185 19
5 84 56
113 198 36
36 195 15
9 139 17
19 180 21
10 199 15
5 191 59
27 58 6
34 115 16
28 56 74
42 48 41
9 55 26
52 187 54
14 198 8
6 102 19
59 74 5
61 155 71
12 154 45
48 171 92
5 138 100
66 139 78
140 148 53
16 176 9
37 87 67
74 83 63
61 145 49
70 155 56
46 95 7
2 83 6
98 173 42
157 181 93
4 16 68
26 176 10
95 183 77
50 107 30
7 55 30
22 117 57
41 166 21
19 54 66
105 163 51
62 144 36
135 192 59
104 171 12
22 81 20
94 192 55
29 186 45
91 195 92
63 115 5
23 116 39
94 140 84
11 107 93
74 132 47
86 119 6
79 122 29
22 110 4
32 78 20
21 146 59
22 188 59
32 88 92
11 171 46
127 184 4
187 191 24
142 188 74
15 140 70
105 155 36
124 169 53
67 158 78
20 62 48
26 101 98
81 134 55
63 187 67
44 150 20
46 173 46
33 115 99
121 170 55
22 178 73
107 123 25
135 181 68
31 33 40
34 117 95
97 114 73
178 183 78
42 58 26
37 169 64
18 81 69
10 55 57
111 120 14
111 178 46
56 70 29
123 177 59
159 170 62
4 171 68
11 139 39
130 193 44
68 165 38
21 103 91
64 72 51
43 51 85
96 107 43
143 166 54
104 168 39
80 191 34
19 40 12
81 132 33
79 164 73
67 179 99
112 180 47
57 71 25
86 140 12
53 112 73
114 118 61
14 165 24
69 154 57
71 143 87
161 182 65
42 113 69
21 174 4
2 191 75
42 79 98
137 185 64
118 161 34
1 185 5
142 153 80
151 196 99
95 185 30
3 82 75
14 118 33
83 199 64
29 44 27
64 125 58
80 192 85
56 185 100
135 161 4
52 123 32
70 198 91
85 191 25
105 160 87
83 111 94
44 82 74
40 43 52
119 157 58
133 134 17
25 55 88
13 128 69
100 193 40
81 187 60
100 106 47
50 198 24
31 40 9
101 190 42
117 144 27
141 145 63
129 163 17
49 148 76
15 195 14
71 98 80
135 195 9
118 127 93
23 57 47
171 195 56
64 87 94
80 123 56
13 103 71
2 154 1
3 182 36
75 169 17
69 152 54
6 99 6
86 165 25
33 189 91
20 184 2
48 112 91
115 184 84
111 187 64
75 173 75
112 137 47
4 74 10
35 68 34
134 166 13
140 179 53
118 145 80
82 184 66
57 73 78
75 197 84
23 87 85
51 104 71
88 130 36
26 98 61
35 95 2
14 44 24
61 191 81
22 23 61
62 104 43
137 190 84
36 116 70
57 82 20
30 63 24
76 101 70
37 165 64
167 196 44
35 47 26
78 159 18
1 25 46
12 136 6
11 29 89
25 140 97
63 176 12
83 116 47
81 115 38
104 153 50
8 152 55
144 193 61
157 161 51
36 154 48
6 35 78
59 103 29
82 114 96
47 171 4
8 93 98
21 134 24
68 79 92
109 159 43
18 70 6
161 165 46
106 145 99
31 151 94
19 174 63
170 188 22
116 123 17
51 160 51
33 139 86
167 171 7
153 174 84
138 143 99
92 164 86
189 190 92
19 70 38
3 66 15
77 191 7
70 121 6
68 101 80
14 134 63
174 184 10
49 151 15
195 197 86
140 165 88
137 195 10
37 86 88
41 155 91
41 156 72
146 169 29
75 153 56
89 193 67
116 161 63
82 157 30
131 134 64
45 90 72
143 191 22
3 33 56
50 142 20
59 107 26
15 64 10
82 158 51
115 148 73
106 164 4
114 124 13
94 101 55
12 110 17
9 152 92
132 148 57
1 41 26
150 170 70
4 147 99
6 64 55
31 92 64
82 140 58
0 41 95
18 152 42
26 108 1
50 61 7
52 149 58
57 164 75
154 190 5
20 134 57
136 198 50
