100 3712
72 98 80
96 2 50
20 79 54
55 40 65
33 68 24
40 87 2
59 91 6
55 38 94
89 78 55
63 68 44
62 23 97
70 12 77
63 57 34
81 29 60
29 50 70
62 34 26
39 98 72
62 66 58
31 55 97
77 96 65
59 42 86
9 61 78
2 81 10
96 5 60
42 65 98
72 52 5
25 92 74
95 32 82
1 81 22
62 24 97
15 52 55
94 45 52
64 2 70
50 55 66
12 88 97
88 99 26
81 44 44
11 18 70
10 40 64
48 7 33
66 45 61
98 20 73
51 54 25
80 99 48
37 80 60
53 65 27
84 17 88
65 54 85
22 67 5
69 30 78
23 28 38
76 92 67
68 46 54
97 32 78
46 35 39
44 7 40
9 57 85
76 81 94
0 37 69
10 96 80
25 89 46
83 26 61
43 20 71
43 52 23
76 89 34
85 35 21
71 33 81
53 7 27
94 13 77
0 10 51
30 71 86
96 32 27
3 57 43
65 86 46
12 65 91
24 46 96
28 43 75
37 16 16
54 19 62
54 59 98
20 45 46
70 93 20
26 55 56
23 37 15
48 16 95
49 79 59
61 34 12
62 29 45
32 73 68
88 9 2
11 54 85
89 24 74
6 92 2
45 40 19
66 48 85
49 10 81
9 93 21
83 57 25
71 1 26
34 97 45
85 87 45
11 47 82
28 11 100
77 1 46
88 94 82
77 34 80
40 65 95
70 45 100
51 49 44
22 90 86
40 27 68
46 30 95
16 41 60
9 20 72
98 89 77
49 38 35
70 32 17
97 3 5
45 96 71
2 43 9
22 94 92
79 17 25
32 10 25
63 74 54
48 94 27
3 87 20
10 13 36
72 64 90
61 23 95
4 76 72
2 77 7
32 31 84
4 88 46
63 15 4
14 42 4
17 79 33
10 23 86
2 26 41
64 1 73
92 24 48
88 19 28
18 24 40
49 3 55
88 11 24
54 71 63
17 13 87
36 29 64
74 81 28
54 73 23
11 6 63
86 6 38
2 31 12
12 40 24
33 28 75
64 66 58
36 96 90
98 4 95
44 32 64
93 64 93
62 30 80
57 14 82
26 21 26
92 35 35
9 3 81
86 30 22
79 49 70
41 50 32
63 3 7
52 13 100
80 70 73
52 88 14
63 18 23
40 83 97
78 22 4
79 50 71
37 12 13
43 9 28
57 23 23
8 79 51
70 34 81
26 78 7
5 20 40
42 28 10
67 29 29
83 28 73
37 53 50
97 90 27
29 55 21
49 19 12
49 82 68
81 42 100
34 10 8
16 47 66
58 97 98
12 0 49
53 81 100
14 51 43
15 55 45
2 68 28
85 46 11
19 44 57
4 66 97
10 91 94
28 91 96
45 40 22
14 28 59
25 81 22
49 25 27
42 57 51
4 44 78
92 57 35
59 20 24
16 58 80
83 27 85
38 21 43
58 81 95
92 18 80
13 99 32
33 71 27
0 75 17
50 87 92
91 39 78
4 49 49
2 40 87
44 78 21
53 84 83
40 79 81
67 12 75
2 34 13
92 12 5
98 1 16
34 39 48
86 27 86
54 38 33
18 56 76
62 39 11
38 29 24
69 74 83
35 53 11
59 40 95
49 98 30
30 59 68
42 69 38
53 27 78
27 4 16
23 71 77
94 51 2
13 46 39
86 6 41
59 53 70
85 61 8
47 1 40
88 76 98
89 64 67
37 44 76
26 81 43
9 31 3
82 18 22
48 38 75
52 49 26
27 69 37
59 83 34
64 20 66
13 72 32
55 94 57
63 25 34
9 52 62
77 65 24
39 37 8
94 65 57
43 34 24
45 19 74
52 60 40
3 48 50
76 69 31
12 39 8
58 0 96
10 79 51
74 33 53
69 52 13
87 24 96
9 66 81
72 99 5
27 86 67
64 47 61
26 21 6
26 34 88
4 88 3
55 28 89
56 63 71
89 88 28
15 76 71
21 74 45
49 62 61
2 82 15
36 73 64
26 35 25
23 79 71
10 7 40
49 55 58
83 50 41
81 68 96
27 56 53
65 34 31
85 66 77
95 15 38
74 95 5
20 59 13
64 95 78
87 82 14
29 16 9
52 56 19
4 82 49
57 24 89
52 62 99
76 93 72
0 48 2
43 13 99
2 24 51
30 67 3
99 23 68
83 35 33
53 46 59
84 98 58
6 67 41
44 58 51
33 32 43
19 23 63
58 16 89
84 87 48
91 79 9
23 25 77
76 68 20
61 3 92
22 48 36
10 97 90
57 22 57
87 97 34
48 87 79
89 95 22
12 26 59
10 81 2
93 98 56
75 44 77
26 6 60
16 43 53
64 4 53
11 54 9
82 97 17
2 33 28
34 61 47
55 16 69
26 98 63
77 89 47
47 52 9
86 91 51
41 52 12
19 39 48
42 53 1
25 88 18
24 32 62
37 21 32
66 40 4
1 41 92
97 24 16
11 22 98
43 90 72
67 6 96
80 51 29
86 50 55
23 36 100
66 23 37
63 14 71
40 45 40
96 38 7
36 29 11
57 75 40
58 30 86
92 49 24
77 98 24
12 7 23
22 82 42
4 89 42
21 45 93
1 91 65
52 72 97
35 16 45
91 82 33
77 14 30
88 86 6
67 75 51
45 56 44
0 9 1
64 17 5
40 11 19
21 89 55
89 49 4
10 21 49
32 60 71
95 72 9
12 73 89
39 74 20
46 66 62
70 95 87
41 22 2
88 40 11
12 76 14
21 74 48
55 32 62
7 85 46
11 69 6
42 66 69
72 74 36
35 86 1
29 14 16
48 8 5
44 84 35
92 24 93
9 85 75
49 76 84
42 94 24
69 61 42
60 7 27
13 96 82
19 99 84
29 14 52
94 99 35
38 1 40
66 75 96
65 87 9
20 87 78
67 99 13
21 80 63
92 50 87
87 48 24
71 81 49
35 93 18
37 91 1
43 15 32
24 85 58
69 77 22
92 45 8
33 16 2
27 79 44
59 6 36
93 19 23
32 44 76
33 34 56
8 92 30
71 83 94
97 80 23
64 34 43
32 88 2
64 75 44
60 15 88
12 34 30
59 20 56
32 33 66
45 23 1
41 45 84
70 9 33
59 89 43
76 26 26
80 24 7
37 44 10
57 95 93
66 13 98
14 33 62
5 67 17
90 63 41
24 61 87
71 34 94
69 73 29
45 13 72
60 52 48
58 79 53
82 70 3
92 35 57
75 30 1
27 10 7
38 88 57
65 72 15
42 23 98
87 96 50
56 37 12
35 62 43
68 59 18
56 97 26
71 1 38
47 3 61
77 84 93
54 77 56
22 20 34
21 24 37
69 25 73
67 39 96
93 55 38
18 88 60
52 19 58
52 30 67
7 32 29
23 86 9
37 13 36
92 1 36
91 72 35
18 82 16
83 0 33
6 78 8
20 86 72
56 17 38
59 99 69
45 96 83
5 46 56
59 70 42
70 83 80
25 63 54
17 66 70
12 10 36
80 57 53
64 61 14
77 32 23
68 24 37
40 74 47
21 32 18
20 75 35
99 87 45
67 59 51
61 67 70
58 11 53
97 80 13
34 12 75
39 12 47
29 42 81
48 86 40
94 73 93
30 42 24
79 54 76
98 29 15
81 86 20
40 38 66
73 35 41
98 35 95
34 40 30
70 38 86
47 58 89
17 18 34
68 84 60
46 93 23
76 40 36
9 23 72
34 69 93
81 86 56
93 27 74
56 17 51
3 54 12
18 72 70
64 47 93
51 21 92
85 61 53
54 77 10
0 37 48
99 68 9
99 41 55
27 20 41
83 74 80
83 67 41
13 39 44
36 71 50
62 74 54
65 63 5
98 25 22
35 77 12
77 75 83
57 75 82
17 58 84
24 30 67
41 47 11
24 96 12
19 14 69
91 87 68
60 28 30
90 41 69
34 57 96
14 68 23
31 52 19
15 31 73
73 54 67
87 50 14
0 25 51
20 16 83
92 62 41
85 7 59
71 20 19
51 73 79
90 19 86
28 69 84
36 19 17
16 19 16
68 12 53
35 19 48
59 90 95
66 82 56
73 9 37
26 10 41
73 81 62
73 53 43
95 92 65
14 92 92
56 36 19
3 86 62
19 45 70
4 8 24
18 81 24
7 95 52
1 70 61
81 86 10
81 5 85
18 38 62
69 53 31
73 58 14
47 94 38
32 17 43
92 13 13
67 86 36
79 72 56
52 37 51
70 83 83
38 36 76
34 97 1
30 43 100
12 51 40
64 17 60
29 39 43
94 69 90
52 70 84
69 60 11
19 44 82
6 95 5
50 10 41
42 67 4
64 31 80
87 72 50
73 50 51
76 12 85
58 51 92
16 82 54
20 25 37
84 39 53
77 4 49
27 76 53
69 18 50
90 7 66
0 1 93
98 57 86
61 74 17
26 49 67
67 50 90
82 91 19
33 73 61
31 87 3
80 43 98
80 49 29
95 88 49
85 30 32
96 10 98
60 10 93
82 18 34
13 75 50
10 12 32
27 96 3
89 37 98
21 2 55
5 8 45
51 15 100
20 44 27
13 64 40
12 66 32
23 20 21
21 93 93
50 85 48
73 85 22
96 81 14
62 5 43
7 29 97
67 73 51
44 35 62
45 12 47
65 85 32
67 96 34
78 68 71
43 31 67
96 42 22
29 56 81
79 24 33
0 16 49
52 10 51
71 19 21
11 82 13
48 16 77
88 95 100
9 34 61
56 92 25
10 31 23
81 22 100
70 64 60
48 26 90
12 79 92
86 16 79
61 76 76
49 92 96
58 39 72
11 66 41
9 7 43
67 4 72
56 58 5
78 83 92
69 3 25
35 94 45
67 68 93
78 41 95
18 77 21
60 5 27
93 34 34
40 38 23
50 14 1
95 86 74
59 53 36
80 13 24
44 74 30
83 1 48
15 8 70
80 74 40
2 40 66
99 39 83
10 98 90
83 19 65
5 14 74
36 34 4
87 49 29
28 68 63
60 50 34
86 24 60
99 7 99
17 99 37
25 69 4
18 87 6
46 56 34
76 31 29
42 83 59
83 77 42
63 31 74
47 43 44
62 33 59
33 4 73
5 21 54
43 96 1
12 46 13
32 56 95
44 31 82
74 88 98
22 7 47
0 47 27
88 6 13
48 87 91
27 98 38
93 44 97
24 33 34
62 51 85
40 60 60
18 0 15
88 47 50
96 63 71
14 67 20
44 88 63
50 5 50
94 1 16
1 8 71
53 0 81
8 12 87
56 74 3
53 58 22
70 14 49
34 95 57
81 80 37
88 80 83
78 17 100
10 41 62
98 54 19
98 95 57
34 45 56
39 25 13
79 63 72
18 3 25
24 1 86
97 48 93
42 14 58
24 51 60
46 42 5
86 33 14
59 6 94
18 82 25
63 43 3
72 1 50
49 79 8
87 71 7
84 42 7
94 17 1
58 89 40
90 83 41
82 31 97
77 24 92
83 54 49
74 62 95
31 74 13
99 62 25
83 74 27
19 63 16
53 83 92
5 59 71
64 81 38
53 46 61
6 47 65
71 20 74
30 16 76
18 55 49
31 25 93
77 74 65
86 41 75
78 63 80
37 61 93
69 34 95
23 20 1
11 49 40
41 86 35
96 28 68
46 59 71
95 17 90
13 74 70
83 32 2
94 4 39
10 3 48
46 63 41
32 66 98
50 99 48
41 18 16
24 40 63
75 97 54
29 1 94
95 87 41
84 34 16
82 53 98
33 1 35
71 96 40
22 24 67
28 48 93
62 14 49
55 52 29
1 58 34
9 28 82
21 23 71
32 96 98
2 92 57
6 21 25
41 78 44
48 85 97
1 27 52
76 79 44
65 0 30
59 35 84
66 33 88
30 66 31
4 63 28
26 0 1
23 51 86
68 43 50
62 84 85
83 52 78
74 85 68
36 99 49
71 21 23
8 1 81
71 77 40
45 67 60
44 91 40
5 81 85
14 73 39
20 71 100
36 77 3
8 7 97
75 17 79
28 85 73
40 47 65
90 88 87
17 39 7
43 75 7
12 98 40
72 33 6
90 5 89
13 72 99
10 36 72
23 41 50
99 57 57
0 65 24
42 48 59
45 3 17
83 94 52
83 48 85
13 59 53
91 9 27
43 33 46
39 9 13
67 10 86
63 4 14
64 6 91
91 80 87
80 88 16
76 69 98
30 4 69
10 73 75
31 68 22
5 57 77
89 3 52
81 25 81
15 98 41
84 87 17
65 30 7
89 67 36
61 3 61
76 33 31
19 64 69
71 64 83
85 31 65
71 83 96
61 59 78
26 68 4
46 20 46
38 91 56
82 51 99
52 1 29
50 22 60
75 87 7
45 53 31
96 2 18
41 26 72
70 77 26
25 2 64
34 42 2
60 92 86
36 74 95
57 21 2
6 57 59
13 42 62
74 55 35
85 33 3
85 93 17
81 6 44
34 22 29
49 10 95
3 14 73
96 27 83
82 73 15
66 11 31
67 79 54
64 76 24
85 70 6
43 11 98
33 61 24
91 40 5
86 23 42
36 57 20
31 94 28
83 75 29
38 96 4
82 10 80
87 37 87
41 88 60
69 70 82
67 31 99
55 93 5
41 32 16
39 72 59
8 76 42
62 20 67
42 62 32
12 93 36
79 16 74
99 29 70
51 94 65
63 88 3
71 42 49
73 61 60
40 35 58
1 88 6
45 91 12
54 3 86
53 66 81
85 66 13
25 80 81
90 5 56
38 91 46
13 55 13
2 81 27
95 42 76
89 84 51
43 42 62
34 48 36
70 73 9
3 67 97
32 5 81
76 93 44
40 62 16
96 19 97
21 50 46
91 31 18
44 3 51
37 50 18
81 79 19
87 42 35
7 46 64
91 54 1
29 57 67
5 18 89
61 86 26
28 5 88
66 84 6
40 0 77
53 18 18
36 78 91
12 66 31
52 48 77
84 76 96
61 94 2
39 67 78
66 87 16
53 36 71
52 51 82
59 52 93
7 5 4
59 23 66
58 76 17
80 12 1
86 56 66
46 10 4
88 80 7
40 77 9
74 77 21
23 12 51
53 93 89
65 55 44
97 67 30
84 97 11
69 44 56
27 26 100
26 61 89
93 26 93
9 58 44
46 64 96
4 94 93
81 88 86
39 75 59
10 95 78
23 39 46
78 47 24
90 41 48
47 7 36
61 75 2
22 0 30
95 2 30
40 45 97
99 7 13
82 29 60
55 64 58
49 38 16
53 64 3
73 96 43
84 20 28
69 36 93
38 65 20
83 60 16
33 75 11
85 69 13
10 27 65
80 79 4
12 50 41
8 57 32
55 6 89
62 8 65
6 35 100
65 35 79
76 81 65
29 69 31
70 76 46
63 14 20
39 71 66
30 90 34
49 93 73
59 61 47
17 65 79
99 6 26
41 0 35
1 35 83
43 32 16
6 90 72
32 66 22
66 92 85
7 31 47
72 89 100
87 33 61
38 29 38
42 5 31
28 3 10
20 74 44
5 76 25
17 9 34
97 51 40
60 28 22
5 25 59
13 16 25
66 11 96
69 66 92
36 62 78
15 74 27
65 13 32
6 44 77
25 0 60
18 60 65
49 63 22
51 42 84
64 4 100
71 32 65
29 34 87
77 60 67
27 26 90
33 97 48
90 44 71
54 37 59
15 16 58
31 76 81
3 26 4
44 92 68
75 30 45
82 30 10
19 84 17
51 78 42
12 2 99
48 34 55
47 77 85
35 95 35
66 93 63
21 26 5
87 88 10
45 96 6
55 68 18
97 51 53
5 26 37
85 41 21
62 81 40
10 27 55
69 94 24
30 39 86
44 13 45
73 56 82
42 52 61
77 68 48
23 22 68
22 98 33
28 68 88
94 37 94
47 44 29
53 42 90
9 11 79
99 77 40
41 52 36
94 21 6
75 78 99
25 77 33
58 7 5
6 27 6
71 84 88
