1000 2000
775 800 56
563 585 53
905 265 3
750 590 79
208 201 80
663 928 25
286 189 17
5 335 15
546 963 93
524 698 24
904 156 20
195 518 9
321 294 56
885 150 56
228 566 29
451 228 36
761 486 42
334 693 46
177 274 53
602 468 41
18 182 22
451 670 8
166 794 69
400 870 80
242 993 91
497 569 70
815 486 89
829 29 90
569 184 49
626 964 11
304 710 92
471 98 33
219 67 28
435 868 89
501 596 57
381 941 4
112 995 67
331 160 92
338 919 10
171 296 8
164 523 4
479 640 69
550 790 60
53 420 36
930 198 49
313 910 80
896 725 55
851 122 23
15 930 77
255 651 87
312 141 51
7 253 44
594 216 88
979 736 71
782 713 100
11 141 73
423 97 85
665 130 68
680 635 3
329 832 61
610 762 58
119 811 44
999 632 48
238 928 10
584 316 78
361 2 89
140 176 89
72 720 50
67 960 96
293 648 90
785 238 74
254 960 7
40 469 76
131 557 87
895 358 19
755 203 45
873 969 80
711 43 92
798 268 81
308 255 80
768 508 79
316 207 86
15 349 49
482 802 38
925 305 56
601 865 89
828 545 5
714 697 25
968 501 79
302 147 96
230 614 79
310 19 22
442 417 50
439 340 10
484 118 14
471 339 26
271 904 60
830 667 52
984 725 41
644 433 33
316 244 18
542 277 97
972 92 30
28 491 9
411 23 87
870 185 79
903 676 31
533 253 83
888 776 27
892 841 61
77 379 29
140 142 86
426 836 87
206 671 14
125 576 70
785 148 27
303 788 23
880 65 61
253 85 30
243 337 59
515 653 29
112 65 76
889 99 17
180 884 16
189 802 89
998 78 43
121 881 68
477 347 68
224 44 75
575 631 99
652 428 67
318 40 50
606 190 79
984 572 45
247 822 75
769 360 56
642 706 90
906 824 25
570 906 20
252 113 81
566 617 98
395 370 89
435 776 48
909 567 76
426 613 64
494 223 43
305 588 89
704 854 49
381 152 34
674 484 30
649 245 83
447 147 66
507 439 4
79 254 17
257 82 87
429 990 52
423 245 56
980 801 38
792 364 64
225 570 71
69 455 80
15 587 81
338 184 20
96 97 10
238 21 44
924 357 78
359 846 21
433 710 24
461 658 4
292 322 83
810 351 19
576 158 97
828 469 75
933 136 10
298 139 80
843 779 37
954 270 35
327 832 2
372 67 68
877 416 82
460 680 20
276 508 62
341 135 21
90 334 94
135 156 55
389 415 4
20 83 25
422 107 17
1 144 7
350 985 91
471 277 72
2 655 18
606 791 6
375 843 61
12 818 51
883 714 42
564 565 21
935 345 10
565 606 82
761 973 61
442 13 3
98 404 64
29 347 34
101 5 31
352 957 62
604 483 18
28 743 38
241 19 46
473 963 23
206 337 90
738 903 62
5 596 49
526 210 33
100 674 38
678 148 76
375 699 30
449 675 64
139 533 45
902 169 46
460 287 79
992 855 43
787 183 82
286 945 71
360 312 85
157 644 86
89 392 57
981 237 16
672 880 62
84 811 12
133 739 45
947 492 1
106 307 75
611 296 75
13 713 73
905 735 85
686 143 49
419 753 13
497 152 82
802 260 55
561 26 86
261 107 65
30 64 24
913 686 99
315 211 48
285 557 27
800 971 10
703 877 21
638 329 11
704 705 63
953 666 35
11 397 57
878 641 3
517 150 14
562 955 1
887 206 62
627 801 85
158 99 36
12 362 40
261 579 1
970 336 56
291 705 97
786 512 14
654 803 60
119 474 8
979 100 88
291 156 3
922 876 14
46 690 88
587 871 89
871 185 64
13 164 28
410 900 86
105 907 1
660 345 55
72 488 72
271 755 18
631 918 81
139 604 72
294 950 51
868 217 15
704 963 47
607 547 7
802 472 44
166 111 42
915 121 44
644 830 100
993 169 32
128 545 8
622 272 45
200 757 22
246 882 45
292 627 100
457 866 3
635 897 25
210 546 90
530 497 96
562 944 97
613 258 44
0 267 39
717 207 25
396 25 63
852 508 1
663 660 81
249 799 48
104 321 42
430 914 6
73 669 13
676 502 88
645 194 20
83 161 27
464 204 87
809 767 61
838 80 73
576 534 71
286 661 4
911 787 10
700 421 78
778 488 79
238 163 88
350 104 24
497 218 92
297 878 98
192 37 18
225 415 93
979 58 94
51 180 41
667 511 19
403 550 91
235 177 3
948 820 57
512 910 74
196 57 53
1 351 23
573 614 52
836 561 100
835 417 63
381 249 25
505 651 34
501 173 90
637 798 70
421 208 19
33 8 47
783 469 8
258 158 49
678 11 18
414 433 28
643 11 62
97 915 86
16 145 53
318 698 62
970 936 94
996 355 47
111 636 93
572 912 44
625 249 66
69 254 89
552 239 62
307 120 46
486 402 95
548 68 46
257 262 89
964 324 76
733 455 46
717 260 3
926 126 94
493 52 1
30 982 11
641 160 81
271 859 32
802 960 85
410 678 88
341 101 22
38 0 50
320 631 46
180 725 26
256 487 36
280 336 70
753 550 88
2 298 3
905 882 28
529 4 90
246 224 38
35 609 30
657 858 83
468 358 35
469 300 61
546 319 79
406 641 98
9 694 27
863 547 72
425 902 23
306 43 57
717 422 55
844 13 25
391 780 21
286 68 85
356 752 65
79 855 87
461 545 52
917 746 99
964 375 4
835 293 57
28 356 41
146 987 31
901 606 52
970 5 82
159 915 78
427 584 11
515 637 4
177 620 1
95 27 65
779 192 40
819 190 26
167 113 3
722 774 64
449 935 31
531 715 49
90 734 53
63 127 83
73 707 95
277 648 41
605 957 3
341 567 54
106 697 30
723 759 25
719 343 37
765 948 47
387 683 52
521 525 3
371 594 27
940 63 73
652 120 28
145 143 9
553 18 42
40 446 51
466 19 13
886 916 18
879 526 47
537 97 95
413 231 91
151 242 69
779 517 78
955 697 50
1 325 84
259 216 36
672 107 43
395 211 65
412 241 28
105 740 3
605 245 80
252 363 81
933 527 31
735 831 23
925 515 67
115 683 44
489 230 59
45 737 86
926 253 91
641 379 82
872 649 22
988 837 87
36 249 81
294 210 11
260 371 16
406 266 15
230 50 58
464 450 13
353 299 67
930 839 98
687 813 17
94 887 18
314 306 77
612 198 27
533 413 35
351 625 33
564 826 13
499 503 96
293 12 99
639 927 16
160 333 19
194 507 4
649 19 95
278 993 16
704 16 100
168 101 60
865 734 28
776 254 79
986 99 79
851 824 90
831 765 3
560 705 88
138 287 55
381 222 53
88 934 30
76 889 39
44 613 36
133 716 35
899 92 81
451 573 90
174 405 56
184 770 57
818 901 42
752 933 1
259 903 67
573 862 54
994 576 83
65 893 95
378 70 16
824 361 30
381 713 2
309 115 57
337 910 59
646 108 12
693 911 68
199 783 95
587 485 56
85 6 72
627 52 84
723 557 28
89 217 17
711 223 83
293 80 80
342 963 59
53 78 21
480 547 65
694 764 57
799 251 25
534 711 37
168 30 26
953 416 23
414 616 64
742 194 98
562 886 1
213 110 40
409 973 19
13 950 13
574 439 59
643 830 15
601 253 8
549 324 54
480 699 63
550 472 6
421 611 52
364 769 32
999 428 3
951 680 54
683 372 90
805 310 21
315 423 16
703 164 54
662 251 3
651 116 1
788 145 98
228 38 12
733 652 64
12 449 41
770 438 26
911 709 57
564 174 72
962 811 56
471 941 24
916 807 6
85 968 6
15 269 70
461 567 36
42 34 47
735 940 8
226 641 26
204 359 17
553 205 44
765 16 19
300 968 74
565 117 11
558 914 61
295 367 97
855 941 7
553 302 98
895 759 61
680 380 19
64 724 6
509 570 11
456 210 75
34 57 18
661 462 87
847 121 47
424 260 56
47 456 70
350 236 37
873 829 68
207 377 44
69 604 84
660 299 34
660 499 59
453 396 33
929 542 21
843 57 98
89 205 22
688 288 75
629 334 39
480 308 29
292 942 81
728 860 66
503 124 89
250 995 61
155 752 29
503 517 20
374 754 62
497 68 24
289 930 1
853 646 51
907 262 94
364 609 46
530 565 56
286 449 82
786 381 20
424 411 94
874 365 99
331 958 43
175 10 15
569 759 76
475 909 92
494 91 23
68 600 99
811 524 100
785 231 29
87 497 93
303 722 45
47 921 16
510 949 87
405 380 51
177 273 49
661 683 17
676 30 75
103 429 54
861 8 55
330 652 33
871 446 40
612 877 15
151 311 82
102 951 18
948 620 81
972 305 11
215 797 93
247 826 77
438 707 22
713 761 71
331 479 26
701 457 7
536 72 17
948 340 4
475 530 50
5 205 80
250 185 74
948 319 66
543 967 97
908 466 89
397 880 44
830 496 20
572 834 57
851 206 63
875 175 18
970 495 91
534 314 24
570 312 17
819 830 87
772 926 100
254 719 14
579 717 73
712 642 21
470 136 58
470 176 94
208 411 47
349 353 25
858 273 59
323 178 94
989 573 78
4 262 71
669 587 58
112 817 83
282 73 94
186 82 86
950 652 51
915 145 62
559 709 3
412 922 1
595 855 67
124 313 95
874 447 76
924 138 16
417 75 38
730 789 100
186 454 79
94 375 35
42 584 16
79 372 75
252 174 54
140 591 4
981 968 100
88 930 31
500 497 2
520 573 85
930 176 67
94 469 84
577 387 30
964 777 39
100 968 18
608 396 67
822 125 20
55 83 70
91 611 51
63 90 36
76 518 23
77 978 13
998 949 100
43 345 88
413 375 79
970 571 76
976 334 67
55 925 92
76 60 84
336 269 29
541 455 40
502 406 33
115 53 23
870 758 82
942 722 50
252 409 50
504 762 75
683 11 92
749 25 20
275 442 22
745 327 8
736 56 57
678 245 13
296 229 19
575 605 30
467 317 40
818 882 76
942 973 18
437 894 68
710 752 27
396 695 61
802 378 74
949 815 40
731 328 27
166 146 37
153 403 35
111 37 92
507 28 89
778 747 62
279 661 63
528 146 26
521 648 79
265 545 20
463 147 46
691 565 64
846 710 53
88 337 42
337 46 95
322 803 95
138 335 75
360 14 85
497 957 46
806 388 65
14 753 70
494 435 8
108 937 72
688 31 55
432 826 14
492 198 40
83 277 95
64 923 93
639 974 84
985 324 27
117 691 98
414 847 65
247 842 76
306 989 73
750 248 84
438 428 24
44 142 21
368 138 27
173 980 38
712 284 89
975 917 13
18 112 99
826 29 81
899 158 41
297 482 55
141 150 66
367 123 51
11 320 19
868 603 55
883 339 49
232 966 54
543 368 9
311 517 28
658 756 14
810 831 64
732 985 29
381 156 63
551 898 20
769 974 22
379 722 10
149 44 15
406 450 42
351 461 15
54 161 59
48 913 25
468 564 66
959 75 16
788 929 25
295 325 4
857 241 86
528 564 97
403 574 89
467 797 99
37 7 1
927 952 20
621 457 47
321 600 87
93 733 3
225 447 73
954 690 15
420 190 76
907 468 90
589 362 55
902 900 77
467 71 85
182 470 85
319 118 82
83 15 62
413 35 93
171 289 60
998 436 42
386 548 73
161 86 70
902 476 14
637 555 74
269 876 41
868 613 94
1 31 45
738 220 7
551 749 30
459 355 68
426 7 15
570 104 32
294 3 26
503 709 94
603 743 5
508 225 34
84 212 58
307 399 11
644 479 21
374 301 75
624 555 39
319 112 21
156 545 50
172 49 35
233 14 73
353 620 31
380 651 65
430 785 79
767 485 97
105 585 78
799 504 66
500 111 7
870 605 15
910 201 70
215 148 69
708 720 57
401 774 54
860 673 81
10 722 98
949 357 71
308 655 62
197 208 54
540 188 24
588 259 13
767 850 87
999 323 35
966 633 68
694 52 67
625 102 100
235 815 96
707 861 92
598 829 96
630 632 89
499 321 10
755 536 30
522 844 13
295 813 31
759 84 41
781 371 41
988 227 89
175 819 12
418 561 43
911 384 85
239 916 61
191 633 10
457 731 28
432 857 57
643 147 88
909 675 12
656 96 22
36 421 54
222 952 42
774 69 74
488 194 40
389 771 15
273 703 50
139 666 65
79 550 31
62 512 27
946 232 57
539 853 23
97 272 87
711 579 68
656 839 71
910 882 49
607 497 88
122 70 6
704 770 79
805 83 82
287 770 56
616 457 95
370 760 13
758 529 27
21 493 72
295 681 10
594 605 84
488 376 30
287 14 87
152 780 99
381 916 22
289 326 85
509 376 91
223 136 80
534 293 84
564 502 61
516 142 91
982 734 91
159 987 71
314 493 48
213 670 61
392 905 29
69 729 61
230 939 77
466 48 62
943 835 52
861 885 55
81 890 82
758 605 35
500 884 23
622 676 49
925 629 67
567 993 71
534 826 30
74 183 31
684 820 38
34 827 38
381 487 87
802 980 34
257 239 18
30 184 87
168 566 48
97 6 79
292 626 91
847 93 29
656 794 31
920 991 29
167 431 65
800 129 27
96 989 17
530 747 14
617 985 65
232 624 75
994 794 78
389 687 24
821 703 31
47 508 53
917 980 80
365 335 79
74 470 73
260 559 94
368 75 1
526 797 87
420 481 27
68 984 43
134 933 72
314 514 97
60 573 74
506 611 80
466 974 74
964 353 100
662 368 41
671 606 56
712 499 49
972 795 49
266 735 53
545 519 3
79 745 42
310 456 79
157 170 88
493 792 85
231 913 22
697 799 13
966 431 52
948 451 46
870 580 18
22 587 68
29 339 49
288 517 38
654 818 92
714 664 30
101 204 79
759 891 40
486 907 34
636 857 23
318 233 62
386 915 32
237 197 23
50 78 11
124 123 89
358 44 77
509 298 93
802 303 23
259 921 84
918 329 26
626 373 100
181 936 34
606 386 38
720 378 55
778 356 71
41 326 10
915 72 24
793 802 13
200 287 3
595 842 74
733 601 56
704 406 1
742 203 53
191 355 12
951 647 35
372 255 69
550 829 29
658 230 73
426 628 11
929 797 65
302 999 98
912 80 38
305 752 15
274 422 8
243 78 17
585 103 52
936 325 14
555 219 14
712 771 66
897 420 100
809 90 58
129 157 89
942 128 76
220 618 29
439 921 48
482 436 88
369 986 74
118 173 58
287 292 6
476 413 20
332 984 52
963 416 95
964 781 76
268 833 67
346 958 11
820 298 22
285 628 47
446 347 91
513 633 94
827 9 51
962 566 15
416 90 13
802 799 36
134 489 11
539 591 32
950 787 31
732 857 3
956 648 36
498 790 77
916 31 41
248 118 61
832 353 38
678 30 11
514 925 67
820 497 64
592 95 3
949 376 60
956 673 70
582 288 62
903 990 3
117 353 72
504 192 33
449 155 77
45 134 98
705 365 82
272 399 80
461 255 2
557 317 14
704 140 55
97 500 93
95 520 47
373 977 65
580 264 99
333 401 16
175 742 64
885 712 28
874 275 39
797 931 72
519 460 38
703 449 60
51 134 16
25 292 23
128 925 81
944 697 49
296 657 29
562 989 65
247 544 99
274 910 35
86 452 75
165 676 84
674 108 72
624 449 59
490 936 80
199 923 59
770 989 7
80 605 2
0 204 100
836 800 100
849 685 69
638 406 50
287 812 65
211 364 55
193 503 68
451 921 95
77 533 82
718 350 15
765 488 88
867 232 17
340 605 79
18 647 73
994 852 41
592 899 29
710 699 91
599 207 81
290 188 15
608 178 12
604 432 72
494 102 36
978 834 55
836 292 57
70 40 24
500 364 63
949 959 96
657 990 8
253 872 9
930 668 36
543 725 97
314 427 7
562 330 94
53 468 1
931 768 91
171 307 54
676 257 63
971 306 91
38 39 25
172 697 40
372 956 63
69 337 84
880 241 7
430 561 38
35 170 74
260 971 37
5 770 6
155 900 43
192 913 47
685 104 49
480 198 92
5 684 82
693 714 84
535 941 30
276 218 98
886 550 62
322 0 47
23 71 5
830 509 43
648 370 1
245 924 42
55 782 85
1 117 71
671 355 100
238 75 51
912 195 34
756 683 45
433 25 37
177 671 53
784 540 72
137 669 34
314 416 68
645 507 11
964 983 99
26 973 80
662 649 72
268 437 18
385 735 96
336 428 72
952 431 49
268 754 76
55 546 87
106 872 37
79 110 37
97 335 76
986 521 76
484 262 95
497 354 41
652 927 99
157 866 68
671 880 56
396 225 46
442 707 78
756 634 21
602 579 74
536 67 17
270 107 6
937 786 45
794 245 99
569 777 50
620 69 9
586 677 83
141 175 3
562 209 72
802 526 44
431 33 38
254 154 50
258 190 57
937 836 23
530 81 25
614 920 39
52 939 92
473 651 30
110 854 51
354 738 84
320 634 14
100 852 52
640 604 1
252 257 10
776 301 3
471 957 17
178 470 84
4 783 37
172 940 11
717 464 87
537 840 19
194 389 18
902 809 90
327 179 14
793 677 7
238 530 18
712 373 68
906 494 43
899 348 35
876 119 95
412 886 55
791 105 53
374 0 45
857 398 70
691 816 59
299 237 6
554 364 8
390 135 98
489 836 58
159 949 62
704 829 70
207 403 2
783 401 10
2 891 84
510 998 38
753 679 34
788 131 59
244 152 45
435 180 72
892 517 41
428 246 89
686 726 89
67 793 92
57 99 14
408 489 18
131 128 84
406 375 3
607 369 81
847 968 94
755 116 71
421 606 57
974 536 79
482 80 42
380 717 71
818 20 11
440 425 14
454 353 6
575 85 73
199 599 20
459 484 70
540 426 100
872 229 46
839 613 28
467 424 74
63 241 9
779 448 49
181 147 95
547 705 97
614 686 76
926 21 64
242 210 92
280 93 98
514 406 22
268 364 84
47 365 76
960 70 54
791 454 52
566 859 16
420 97 24
877 621 48
906 922 84
197 375 88
695 814 94
899 82 4
68 75 11
182 171 81
425 533 55
369 540 88
921 57 90
516 324 21
575 914 31
473 502 88
340 454 62
743 564 89
70 993 85
569 81 15
972 568 2
480 855 34
927 237 20
946 928 86
303 572 24
950 949 50
334 110 67
335 576 99
593 511 8
601 224 90
348 470 96
23 530 47
30 664 98
195 503 50
313 420 59
913 348 32
968 46 26
123 904 6
806 506 10
640 634 79
465 114 7
100 647 4
853 98 95
112 63 51
709 4 83
655 816 72
86 623 44
904 25 7
90 720 61
668 611 60
195 438 78
329 42 8
786 434 24
517 795 95
753 520 83
828 232 13
975 857 31
840 537 43
144 821 11
787 121 26
16 823 88
271 324 97
752 529 81
519 379 64
591 558 81
741 326 6
132 307 73
548 455 18
525 880 20
42 222 35
617 12 77
53 611 39
910 633 10
249 613 98
480 917 56
69 927 18
486 212 64
427 129 87
385 466 6
479 564 29
177 404 94
147 595 50
209 413 99
890 637 100
279 648 80
589 387 60
65 474 29
63 105 47
737 375 56
269 921 19
637 164 16
215 308 15
706 363 67
578 888 18
490 679 6
621 830 69
845 442 82
13 849 14
270 201 48
938 583 98
542 496 20
604 939 40
655 34 3
18 556 27
393 710 70
149 838 48
46 638 81
281 576 65
760 166 93
568 737 17
595 609 63
940 646 39
664 632 1
38 771 39
689 439 98
396 952 14
926 164 60
673 235 70
331 116 78
925 871 98
461 700 60
722 203 76
156 601 55
550 819 3
670 182 39
170 281 25
568 991 31
922 230 77
474 824 18
100 216 3
486 18 21
141 293 20
354 240 84
772 805 58
412 351 11
375 315 60
576 252 12
506 686 21
94 63 40
642 182 26
12 692 66
749 337 99
827 731 88
270 269 70
628 218 31
747 304 10
391 371 85
961 11 37
840 570 33
865 389 12
131 280 95
396 819 5
843 976 43
729 950 68
326 453 11
518 326 20
481 992 74
38 979 35
627 256 4
40 787 42
592 136 51
424 817 12
295 487 56
725 938 50
27 891 7
678 481 79
829 502 40
77 908 16
745 222 82
879 778 81
395 194 46
173 363 86
133 560 11
135 229 89
837 340 33
893 795 87
335 708 34
713 164 8
608 173 98
870 992 88
956 978 92
240 75 25
828 178 74
782 791 16
385 234 84
17 274 26
790 188 28
454 221 99
524 637 36
261 391 63
69 63 4
460 155 32
971 720 45
509 997 71
737 230 16
303 746 55
417 957 75
781 988 40
965 637 50
733 7 39
717 787 54
625 722 2
118 709 60
786 613 71
597 281 3
317 158 17
528 912 37
20 852 40
556 477 37
854 266 98
645 692 16
844 924 53
39 826 56
788 420 19
816 857 71
68 306 41
615 16 70
387 373 48
325 746 62
869 755 98
194 756 32
468 973 78
477 676 21
417 102 68
672 871 62
87 790 11
134 909 72
584 757 59
196 548 32
499 931 68
958 450 47
946 675 61
275 499 56
169 373 77
896 573 29
339 924 83
153 274 87
705 591 30
857 22 40
52 191 59
707 352 12
618 570 37
675 223 28
556 270 65
789 169 10
654 621 12
46 491 94
840 430 96
264 717 39
93 585 17
858 311 3
754 751 99
55 842 21
119 885 64
145 547 4
757 792 73
893 692 82
782 986 78
979 663 49
293 147 59
475 372 37
943 437 78
824 293 94
82 633 28
88 926 86
546 736 11
844 647 36
795 370 95
636 399 32
841 719 99
166 384 16
797 837 55
367 585 41
689 43 26
975 670 73
625 669 78
592 841 61
280 391 13
417 709 70
354 816 83
489 251 24
917 858 69
892 230 37
194 934 42
602 268 67
585 786 52
458 555 74
511 1 3
797 522 57
550 217 7
538 78 90
75 689 56
229 804 54
105 764 14
899 619 48
814 486 24
252 97 73
453 734 28
544 881 1
936 696 98
210 740 41
893 822 38
612 267 68
96 587 50
237 273 64
129 122 79
365 486 60
910 527 97
162 466 18
439 812 89
102 260 2
639 11 43
647 626 21
782 796 64
556 803 15
111 92 89
793 44 8
273 403 75
696 230 73
403 619 70
182 747 66
478 312 99
734 378 90
418 379 37
456 135 87
501 451 27
810 992 52
812 842 56
464 352 12
207 930 98
980 320 88
630 320 58
397 969 18
918 717 81
951 279 35
280 17 27
881 814 65
910 437 37
220 782 62
598 677 90
441 624 43
666 594 78
172 768 91
572 28 91
356 713 99
77 440 100
929 502 91
715 402 45
876 596 53
454 256 9
697 506 38
61 777 40
430 313 85
591 541 92
335 43 98
518 545 80
429 563 86
955 642 5
658 469 41
794 707 45
364 755 62
972 234 44
556 426 18
397 347 69
122 558 37
738 669 12
948 520 86
734 260 88
642 91 58
228 109 1
736 792 89
193 540 65
244 847 2
83 858 35
246 617 64
702 690 5
374 176 25
206 496 7
767 177 39
531 53 76
580 445 58
756 693 85
431 258 13
113 613 44
3 767 28
567 323 89
514 908 60
902 158 40
784 566 93
6 817 31
161 116 25
824 876 84
703 650 33
879 180 9
476 392 34
126 791 77
59 134 12
323 107 6
276 341 64
273 713 60
345 832 2
29 685 51
754 194 93
709 980 51
380 901 19
785 728 15
878 344 41
526 30 52
188 32 50
593 547 11
974 7 47
392 968 32
865 76 35
592 390 95
22 985 9
225 373 4
489 685 70
894 526 50
496 39 9
693 389 22
538 660 35
710 282 16
873 250 38
936 0 100
238 173 23
