1000 374625
982 843 3
883 434 9
694 96 82
129 935 82
604 313 1
100 459 14
821 559 37
979 989 39
753 558 55
96 752 96
88 937 65
118 85 16
809 849 37
884 226 70
61 914 34
800 873 27
190 730 34
921 794 67
286 509 79
739 11 28
244 109 21
954 434 33
900 700 77
300 400 3
636 190 7
544 319 25
966 197 44
727 163 94
36 271 2
750 928 14
650 242 34
194 651 96
659 597 40
740 460 43
928 232 84
228 743 11
967 453 54
539 315 55
324 522 56
872 808 70
638 662 80
247 707 58
63 785 75
167 994 3
246 306 47
813 153 52
720 633 54
915 871 1
5 258 88
497 424 32
614 858 90
708 298 2
122 65 21
84 132 9
222 70 17
253 833 28
853 508 50
607 273 64
445 709 6
199 474 20
620 772 19
310 730 87
280 472 69
307 154 10
872 907 25
812 809 100
91 847 41
898 669 52
233 290 37
991 976 50
798 209 62
956 242 75
555 500 66
749 532 87
496 854 90
697 81 26
923 356 53
616 978 75
561 117 1
304 433 19
600 963 23
121 854 42
571 648 58
927 571 6
928 840 74
575 355 6
625 215 96
316 196 30
713 229 18
663 856 46
271 54 64
375 658 3
499 541 96
143 528 49
980 256 36
994 552 46
402 798 41
876 823 93
769 870 5
526 806 10
259 395 2
597 702 85
728 513 25
841 322 70
531 254 81
197 119 77
42 618 91
844 626 34
204 132 62
952 494 75
121 574 1
213 646 98
426 399 31
742 862 46
677 519 89
986 885 57
457 783 13
982 342 46
940 458 90
35 767 60
173 204 71
150 748 81
15 608 59
334 104 47
61 908 83
400 9 31
307 81 16
172 677 62
449 883 59
49 761 82
186 93 46
552 937 32
863 720 87
659 480 73
814 779 96
401 156 91
215 708 78
531 353 36
12 978 18
886 367 22
908 123 64
925 590 65
581 23 2
600 943 40
337 678 54
885 130 78
621 682 61
656 362 93
66 895 31
123 633 60
719 994 72
680 214 100
594 166 97
46 410 45
198 48 32
494 578 36
232 982 34
889 586 63
920 374 14
558 546 85
817 180 34
67 91 61
130 479 90
492 533 9
548 28 27
296 892 78
166 41 97
302 230 42
649 890 58
718 720 10
67 637 5
246 54 40
291 623 16
885 830 58
625 299 62
105 787 95
253 91 9
152 588 25
352 229 96
99 988 100
685 696 54
223 919 28
971 361 98
286 218 93
113 7 95
908 84 85
922 817 96
187 22 1
846 79 67
442 286 8
549 99 89
156 152 15
872 218 17
377 316 10
882 971 100
995 918 79
735 361 26
22 140 30
508 747 11
217 765 70
970 847 88
121 848 91
593 889 9
156 830 78
321 836 64
398 405 6
82 53 7
528 464 17
214 228 49
568 305 19
331 888 97
951 33 72
547 240 13
252 376 66
888 279 13
343 840 13
703 580 41
413 713 43
891 124 19
707 628 46
150 745 51
754 129 94
771 596 95
835 700 5
908 16 85
584 127 26
485 39 56
815 308 36
544 527 86
914 391 45
951 325 72
734 901 57
102 787 60
343 946 35
128 984 15
950 64 68
520 233 84
33 62 16
298 968 90
103 913 24
200 709 90
369 189 26
781 535 45
301 946 69
311 123 70
202 180 3
392 556 47
337 182 91
359 273 36
415 391 33
165 487 38
334 390 96
13 987 15
646 310 100
5 278 98
802 269 72
705 335 72
511 986 75
904 743 25
756 22 59
552 301 35
696 359 62
43 861 43
175 642 23
710 467 21
697 48 25
678 325 40
558 538 61
740 878 75
959 52 7
92 890 96
723 107 46
608 645 28
856 395 53
409 971 70
914 840 5
708 175 84
418 663 85
496 437 99
956 122 78
27 732 47
471 404 47
941 317 52
675 586 56
128 317 63
487 361 94
154 77 17
604 226 32
340 212 5
192 283 39
619 841 18
267 323 63
856 986 90
781 984 5
589 178 93
559 222 30
45 433 17
489 504 79
131 22 62
133 934 57
715 999 59
963 649 59
44 360 64
74 663 29
527 546 34
201 691 56
273 199 53
518 335 29
78 314 45
959 696 85
7 142 72
429 20 91
345 884 83
806 795 21
33 718 23
602 743 58
54 457 44
718 723 94
810 446 37
660 128 30
57 925 29
42 747 44
290 958 54
703 956 7
231 252 98
178 303 19
702 194 6
794 889 82
36 367 90
241 37 12
173 659 9
233 621 73
111 842 42
545 541 77
917 122 5
40 670 69
175 810 91
175 373 90
353 607 94
510 936 13
113 151 37
153 74 28
464 917 63
269 54 64
682 886 7
923 4 32
547 444 30
55 713 14
738 305 60
374 834 54
264 621 65
694 837 69
412 248 76
567 944 88
29 593 100
378 485 70
796 29 16
416 771 21
176 494 60
856 863 9
529 354 76
940 821 38
583 793 43
55 271 19
129 609 22
302 197 41
523 449 62
115 867 53
692 649 84
783 355 6
401 280 50
16 859 12
900 975 42
343 440 84
886 353 47
450 500 42
827 244 13
245 642 69
801 643 89
73 83 5
435 486 78
217 141 32
718 303 19
732 408 51
461 683 33
83 911 56
715 834 75
910 12 42
987 206 36
921 820 85
498 45 19
618 630 35
772 517 26
406 134 25
99 463 17
830 924 39
400 499 97
238 272 48
107 437 78
176 267 30
825 220 49
279 846 30
16 581 44
492 760 66
749 979 1
344 71 2
84 298 31
544 939 1
988 136 61
730 954 61
230 184 43
976 426 61
564 920 69
564 483 68
464 897 80
628 128 20
59 861 10
657 684 17
404 609 31
354 356 33
382 272 30
278 243 56
603 87 50
374 756 66
910 736 49
663 484 42
903 397 79
211 19 63
724 40 5
508 296 35
529 472 57
123 689 19
466 283 70
768 771 99
298 259 99
410 101 31
430 663 58
994 747 89
718 418 76
642 660 98
718 230 25
452 880 85
259 25 71
728 329 72
363 539 90
932 678 29
927 435 70
747 945 82
240 411 29
800 389 50
954 276 41
71 476 99
718 87 97
437 607 7
102 423 80
155 317 81
46 999 66
77 352 89
464 286 60
99 6 33
687 652 39
677 823 75
964 373 21
73 355 22
683 757 70
113 681 39
725 177 77
462 972 71
78 863 73
981 514 37
240 210 96
862 172 32
597 50 40
679 593 55
302 138 79
843 147 92
981 893 33
525 865 94
621 694 47
127 897 87
391 554 42
153 657 41
356 736 76
734 583 21
843 635 31
597 837 46
729 316 32
285 318 47
952 520 93
429 376 74
973 993 79
8 515 76
944 872 10
618 518 62
270 82 57
961 984 42
672 194 13
291 256 6
766 955 33
712 933 1
620 288 42
336 284 35
116 871 56
874 579 91
125 601 10
799 211 9
801 63 24
731 571 63
428 407 70
886 639 96
414 432 84
859 203 94
551 101 24
987 439 74
502 909 94
335 333 24
613 951 53
451 287 3
789 594 86
612 838 88
200 895 95
641 560 95
886 67 55
835 70 16
669 388 66
957 398 58
817 15 77
134 784 67
272 955 73
221 200 9
981 86 74
484 327 61
273 948 64
60 353 44
338 97 71
295 901 75
520 38 23
513 595 12
96 840 24
986 785 70
597 764 52
326 387 71
983 452 85
76 607 85
883 429 96
36 496 43
945 980 58
914 975 72
247 879 88
935 526 42
728 379 53
252 4 62
341 777 97
361 928 1
476 75 32
152 90 16
351 633 15
80 282 91
246 232 21
445 642 47
356 383 41
426 456 4
485 263 83
384 405 100
30 989 48
818 102 62
717 499 53
738 318 3
120 65 88
360 413 53
988 333 14
771 219 97
663 736 76
837 964 95
783 563 67
526 879 85
522 685 49
164 285 34
507 968 49
400 413 85
881 186 30
956 849 33
672 707 92
940 510 69
677 680 11
153 214 89
449 744 93
328 706 6
944 755 43
418 622 60
977 357 70
356 47 68
213 367 98
359 142 94
66 218 9
594 766 90
821 815 33
810 306 57
41 335 69
207 43 76
450 624 1
262 587 90
195 34 9
640 242 20
664 473 56
563 870 47
321 741 71
42 549 59
373 130 79
123 849 63
455 944 1
502 747 4
330 471 25
960 677 75
868 329 80
502 609 70
977 519 24
463 701 27
141 570 99
420 8 50
72 335 61
771 586 25
877 438 30
55 464 91
168 986 35
43 158 60
663 562 57
959 467 9
220 15 83
495 973 14
841 301 55
839 147 85
300 216 77
720 213 60
884 827 77
839 256 28
114 839 68
710 382 23
57 261 25
382 205 44
428 394 52
887 235 82
593 837 39
338 473 37
497 86 70
198 988 42
826 908 3
83 887 93
251 723 13
386 15 90
192 640 36
944 88 91
497 624 96
899 415 28
945 296 44
435 921 33
172 656 47
223 886 84
440 645 2
625 643 41
659 80 62
760 158 11
488 945 80
718 897 34
259 692 80
826 765 75
557 751 2
345 181 100
267 50 14
870 251 26
451 865 22
992 852 78
17 405 74
302 105 78
915 470 33
927 559 29
422 688 21
312 730 6
946 605 65
490 389 75
204 231 98
474 374 23
505 297 20
244 970 86
725 929 9
925 919 55
5 613 39
639 362 16
29 221 96
622 679 97
587 374 13
29 656 24
620 639 31
509 107 66
160 854 57
154 366 14
499 114 35
174 866 72
567 623 22
972 471 41
499 848 30
117 773 74
837 275 87
331 824 59
501 257 20
495 161 61
661 929 48
865 462 21
720 519 92
331 877 70
824 302 10
986 325 56
619 7 36
349 437 3
930 453 82
687 307 85
741 608 88
94 314 33
922 847 19
392 608 26
971 502 37
426 271 37
276 302 5
420 821 17
979 556 27
754 497 63
492 335 51
28 544 92
7 180 19
324 449 44
334 413 54
247 226 29
16 209 40
577 98 20
112 822 75
881 139 27
401 195 52
826 62 35
575 241 44
79 936 53
321 540 2
58 275 16
496 603 15
696 382 50
717 855 36
485 76 46
649 200 18
595 495 46
763 26 84
840 194 21
507 728 1
531 959 37
446 491 54
982 996 64
94 712 55
807 689 55
150 340 46
348 296 50
341 201 76
756 636 84
343 53 91
949 214 83
589 723 5
355 934 87
547 235 100
121 163 45
463 574 65
618 81 88
540 768 59
195 803 3
407 265 90
768 834 23
725 766 98
509 575 22
871 790 44
347 835 91
313 635 54
14 180 82
503 688 1
680 574 45
760 992 74
350 143 71
248 705 68
67 509 11
719 861 84
799 892 20
668 864 45
23 644 31
24 224 51
561 939 87
637 427 12
260 903 7
136 10 51
43 519 37
166 838 43
751 36 43
207 153 3
693 225 61
753 786 44
647 603 100
193 453 54
973 414 28
844 232 31
865 53 54
247 235 67
625 463 68
508 184 89
511 748 18
903 336 71
887 321 19
758 179 34
697 379 88
863 710 74
656 437 3
467 157 81
118 112 72
787 409 46
772 417 39
597 653 93
212 383 86
507 896 69
693 382 21
538 382 65
318 532 85
774 189 92
614 874 38
359 947 37
665 246 25
687 2 67
133 913 42
712 807 53
588 351 98
259 698 58
154 464 12
863 517 29
773 159 13
769 490 4
472 909 88
648 20 86
110 858 87
879 909 4
885 470 40
652 696 70
418 550 80
753 363 75
309 172 85
297 955 18
249 509 88
353 676 26
131 351 52
254 45 6
124 227 57
291 178 75
586 465 68
967 838 3
980 465 29
885 28 45
870 848 71
635 36 24
800 294 57
545 141 66
944 352 84
927 719 73
926 514 1
199 943 71
729 557 12
211 407 15
76 81 15
630 551 44
282 878 55
51 198 75
299 285 76
904 127 92
566 694 11
387 161 64
120 413 47
276 689 79
573 733 53
46 64 59
803 815 53
287 872 70
163 939 69
21 81 94
786 944 83
455 215 57
222 643 17
468 139 47
937 880 49
914 362 6
867 288 96
66 761 86
936 118 48
328 566 26
383 405 59
347 586 5
614 205 13
999 909 57
895 880 83
353 115 93
590 867 2
390 386 96
223 573 42
909 988 42
90 722 36
495 570 55
129 945 79
682 722 64
905 982 57
682 97 12
572 997 47
840 14 48
334 745 47
770 598 52
348 227 100
732 66 45
479 388 48
333 47 42
240 656 53
224 106 48
672 724 72
746 741 51
640 97 46
909 983 48
298 608 72
418 530 97
894 280 36
482 798 28
52 185 35
63 392 56
983 862 93
91 406 5
489 374 12
384 142 39
676 91 93
570 714 28
159 351 55
757 866 37
25 920 29
790 31 63
201 563 62
865 45 30
921 855 2
744 664 76
44 966 65
242 938 2
918 766 13
140 440 19
16 507 18
394 649 66
22 4 12
693 649 44
359 212 85
703 340 74
31 738 14
997 528 57
860 671 66
899 222 37
508 852 55
891 944 32
406 28 87
4 710 22
18 330 9
460 245 28
639 611 20
340 781 100
565 215 12
572 190 58
727 924 9
172 132 77
660 729 37
93 682 99
400 198 41
305 116 56
447 134 17
289 564 62
719 780 66
0 235 94
263 937 81
995 258 37
445 878 33
770 822 52
506 622 47
534 959 93
915 272 48
963 970 25
380 447 50
590 492 50
671 925 27
39 811 30
879 816 57
508 190 97
441 300 7
925 779 75
550 344 99
235 804 9
374 76 14
411 10 41
404 607 42
912 835 19
592 339 71
6 543 91
117 633 94
899 427 14
238 586 49
116 807 18
310 402 38
377 104 77
182 712 2
595 97 81
584 548 60
876 12 99
305 268 22
22 225 91
206 18 58
843 860 72
989 12 89
54 985 57
488 684 92
354 561 91
838 294 16
33 920 51
821 720 40
154 624 56
4 743 50
356 331 71
748 476 99
603 184 16
910 613 49
705 358 87
693 349 20
195 318 12
15 830 97
567 200 80
574 78 19
989 116 38
46 314 20
140 678 51
270 32 51
389 782 73
164 885 27
145 701 57
521 428 7
538 23 79
122 972 87
52 556 7
419 712 33
965 844 77
441 468 75
0 841 14
558 996 4
697 13 35
866 118 23
86 727 23
213 755 50
303 973 59
170 685 52
891 559 85
43 442 63
499 420 94
992 200 33
696 674 77
850 998 69
458 114 85
146 531 57
486 30 82
779 389 95
662 545 44
380 531 16
316 425 33
25 581 26
607 606 16
640 871 34
472 601 40
678 452 4
59 585 94
542 75 8
593 305 45
893 703 100
498 281 32
86 775 40
569 315 71
454 737 76
818 417 20
292 947 28
848 511 47
195 390 49
215 817 30
157 184 27
527 74 43
289 614 43
374 589 93
366 686 36
899 561 97
691 45 15
13 500 35
463 917 30
759 387 54
114 167 40
703 433 78
198 562 70
611 85 83
180 830 49
820 428 62
263 545 67
631 938 80
559 749 86
760 58 24
857 371 7
284 475 33
462 272 36
231 215 35
49 312 22
119 540 51
400 455 69
912 551 97
733 294 48
486 479 42
735 146 63
114 896 41
500 420 53
639 892 75
527 231 3
217 826 5
599 370 89
90 930 97
595 176 53
628 656 33
640 745 29
238 469 82
291 753 64
292 770 85
535 646 29
993 441 54
170 506 39
56 839 3
495 450 58
654 63 91
538 679 86
522 227 33
415 3 8
263 267 99
474 952 99
725 940 38
621 911 64
61 181 55
254 289 16
2 970 7
553 852 77
828 104 89
547 592 97
592 893 93
492 86 22
166 466 39
222 783 78
209 992 61
338 300 56
781 354 97
390 126 65
400 416 90
822 729 37
186 638 39
320 406 41
46 692 59
333 33 67
515 371 8
331 777 83
408 282 29
891 259 61
998 126 14
665 263 5
139 793 13
456 399 47
842 983 39
754 781 66
82 562 51
451 154 15
695 698 89
646 458 31
280 396 54
522 0 3
490 441 54
916 325 58
238 780 78
163 640 59
65 545 50
592 258 53
153 212 100
370 368 7
161 324 95
474 696 48
770 789 51
668 612 92
419 322 92
472 484 73
357 148 53
750 342 4
894 174 41
416 965 25
644 434 67
868 653 76
281 443 86
104 960 68
435 142 26
964 244 70
176 386 76
657 74 92
524 660 87
870 860 57
337 450 73
231 598 68
226 978 88
906 287 57
173 570 51
465 686 53
850 601 61
289 985 15
660 34 78
127 223 13
551 716 63
176 736 81
480 107 89
742 349 30
841 299 66
712 155 8
612 966 9
137 754 100
280 164 30
731 853 20
915 309 11
734 449 76
141 426 3
512 996 31
418 931 67
914 48 7
904 243 27
387 902 51
397 655 50
231 885 74
434 401 26
485 968 39
217 325 48
510 458 71
287 553 77
453 529 64
625 858 87
953 973 97
560 128 37
175 84 20
556 459 28
296 283 31
808 191 8
620 154 97
726 403 91
347 754 100
69 174 10
493 479 9
557 312 12
855 694 31
765 500 6
610 731 40
637 375 42
669 583 27
397 761 72
940 44 29
176 451 46
330 338 37
868 37 62
933 142 60
673 671 44
419 353 47
938 788 45
713 292 80
774 473 95
83 30 98
477 543 25
269 602 87
440 471 64
339 176 80
810 335 23
378 654 97
221 13 53
584 471 86
246 137 55
288 675 77
485 7 14
715 441 56
551 940 63
280 772 20
972 358 36
410 915 93
725 980 31
13 660 79
810 330 29
699 100 19
386 324 97
205 873 33
425 982 68
680 947 8
594 462 4
455 888 44
34 590 45
765 26 99
889 529 74
417 923 84
150 512 76
716 482 97
462 869 81
770 158 48
765 514 38
53 769 21
814 927 81
534 404 32
538 381 33
315 39 38
517 316 27
797 611 13
331 868 14
733 319 52
738 568 48
496 2 71
643 586 88
931 241 81
880 845 64
905 153 69
516 540 68
779 182 75
753 799 44
966 443 27
772 355 74
178 447 99
448 590 24
424 57 33
513 176 32
563 471 50
935 650 82
395 447 79
37 535 36
352 626 31
386 826 68
840 105 6
5 642 5
294 669 18
844 73 82
912 972 50
436 737 96
456 938 87
711 468 99
241 582 5
691 702 36
195 960 44
460 780 81
657 761 54
507 880 48
411 963 69
26 919 52
875 508 2
807 298 82
578 530 97
857 405 49
72 636 44
963 69 3
770 218 24
841 114 99
231 684 5
319 213 91
387 860 12
222 716 92
591 557 6
123 85 72
26 588 73
440 791 98
367 601 16
829 839 27
449 84 51
768 602 80
939 34 56
781 478 56
498 870 53
73 466 44
748 780 85
871 508 14
416 60 95
622 807 18
260 430 2
829 455 37
577 262 26
22 10 47
563 456 61
825 261 1
737 59 28
46 53 32
699 637 88
124 452 98
183 970 3
826 663 42
732 900 33
47 757 28
594 403 42
326 518 76
748 396 95
315 123 4
736 421 3
172 32 90
805 598 36
290 974 29
500 717 74
942 754 94
601 358 22
137 429 99
92 918 30
111 479 21
554 96 61
550 525 4
621 858 80
654 686 97
264 830 85
896 942 9
429 437 9
220 661 77
116 661 87
864 239 18
551 246 61
572 819 72
582 688 48
850 242 75
532 523 76
31 135 99
132 213 48
248 193 84
468 799 16
781 736 41
81 976 61
546 922 5
362 891 79
811 331 98
621 525 28
354 413 87
239 951 69
506 488 75
877 369 55
468 852 27
902 114 61
926 459 1
844 483 33
296 197 19
431 986 77
200 280 40
129 108 67
199 207 87
965 624 39
102 273 87
220 818 37
306 704 46
422 223 97
989 296 92
522 244 13
130 105 22
260 248 95
313 280 30
574 992 68
647 391 4
324 463 21
931 339 79
831 751 18
215 27 21
786 505 93
573 347 74
314 274 51
467 896 22
782 253 52
902 838 68
945 932 50
256 20 44
810 927 74
214 759 67
415 68 5
537 669 57
853 695 71
203 855 77
944 367 18
591 445 33
202 395 31
584 605 33
584 168 32
358 571 38
161 455 19
749 41 45
465 959 84
957 804 4
298 908 41
455 802 32
348 281 43
515 6 71
414 369 87
521 270 15
441 803 16
615 494 9
117 738 84
480 4 18
125 451 17
603 349 81
701 653 28
834 504 34
772 687 67
257 3 80
563 723 84
476 973 60
824 810 70
417 453 82
442 198 88
423 128 22
770 750 99
605 352 59
774 457 47
447 171 7
216 551 7
675 263 28
595 796 29
732 653 20
305 532 42
483 684 44
777 623 77
660 570 88
638 45 36
161 715 77
174 739 92
987 859 22
571 939 28
308 237 41
65 173 46
893 794 58
495 389 50
185 922 83
333 361 43
971 242 87
518 794 10
792 907 84
172 77 77
688 987 23
37 944 30
348 155 38
78 884 42
734 254 15
573 950 70
151 635 50
473 927 81
681 129 63
274 766 5
839 162 76
606 288 81
273 793 77
126 21 9
834 815 30
267 345 46
324 735 38
222 860 34
894 777 94
248 185 60
683 524 95
808 292 90
237 548 13
781 728 17
974 80 26
550 48 37
893 951 18
218 769 96
718 313 70
80 270 32
637 911 52
884 538 7
670 551 18
565 942 24
422 162 62
976 123 16
536 727 84
32 873 97
831 313 60
560 770 69
231 221 70
398 172 88
890 338 32
366 359 19
157 583 87
430 553 58
210 382 54
953 932 72
674 472 80
928 761 56
410 966 58
290 299 53
608 403 72
809 851 91
85 826 100
858 686 63
413 727 2
637 633 84
342 555 29
293 92 78
464 857 14
809 605 35
7 806 30
279 366 42
394 429 82
354 318 40
60 72 52
897 425 91
467 207 14
529 323 48
904 165 96
709 110 30
318 205 95
938 37 45
12 742 40
868 754 22
499 71 21
246 830 25
543 672 69
578 217 55
828 458 26
798 825 60
337 877 4
63 766 33
228 202 45
164 830 27
948 897 11
91 504 84
973 642 17
134 117 15
729 802 63
947 933 1
415 566 95
762 5 28
508 492 37
903 405 30
327 799 50
291 583 7
662 678 95
673 999 20
949 268 53
348 917 67
945 421 98
858 372 7
967 612 68
420 343 75
295 830 54
140 642 47
571 438 71
846 959 1
905 549 45
30 814 78
105 602 55
704 835 21
253 830 88
879 106 34
958 689 69
198 703 9
266 608 47
993 666 95
631 263 22
718 392 42
626 481 48
920 99 57
656 575 75
582 616 68
942 545 1
231 109 97
453 246 20
395 218 3
489 677 68
409 21 80
335 814 61
389 29 27
635 998 8
713 960 73
377 671 99
253 550 47
960 886 95
294 927 60
162 656 74
930 393 6
851 71 99
659 850 15
987 131 35
965 769 94
816 145 11
715 542 2
936 592 93
518 68 96
985 870 90
643 668 8
344 401 87
652 151 85
558 426 15
179 777 24
913 675 72
308 781 75
375 759 12
418 988 40
736 957 13
73 867 14
563 253 82
166 469 44
364 693 28
614 674 64
849 376 44
401 79 44
823 749 63
196 664 96
411 207 75
901 958 5
291 855 24
321 723 61
970 676 80
746 373 9
626 983 19
370 21 7
72 860 71
185 945 14
614 836 18
859 998 51
638 688 25
214 682 93
545 760 10
173 117 29
331 150 42
322 553 61
88 844 72
141 168 99
540 493 21
557 523 21
405 51 44
57 378 55
492 180 64
164 3 85
855 142 54
158 615 34
208 722 1
473 131 94
121 100 48
783 769 57
982 984 5
275 909 85
125 403 27
689 299 7
770 162 10
97 108 1
643 677 46
128 815 80
427 372 20
421 549 41
624 628 76
677 94 1
176 766 4
366 384 23
885 422 32
226 1 42
22 142 84
14 467 90
102 44 11
226 735 37
734 725 55
21 478 2
831 34 3
395 347 92
521 130 35
339 602 54
324 610 47
323 934 83
335 755 99
857 694 46
50 215 81
383 746 35
816 470 39
404 130 57
418 635 5
294 431 97
95 270 21
169 475 51
617 738 76
912 628 80
994 737 21
842 908 56
294 185 41
840 357 97
700 840 8
556 788 18
626 142 45
794 110 84
281 458 20
296 554 16
139 334 40
959 180 66
687 620 54
52 335 66
283 352 55
73 808 52
970 948 97
654 734 32
278 85 66
627 597 97
614 48 55
375 128 9
163 618 87
991 253 11
482 376 18
470 369 24
410 894 78
79 165 52
960 547 92
489 826 4
126 999 14
813 697 70
567 899 85
664 394 11
589 741 80
894 963 99
578 346 8
467 874 23
535 196 94
308 145 78
589 60 96
281 310 98
935 615 65
153 620 62
340 772 71
82 11 88
737 142 98
88 783 37
867 230 93
746 468 83
645 965 99
677 424 23
50 688 31
209 924 43
740 581 62
494 384 15
204 32 2
858 988 78
25 647 61
664 116 43
718 417 46
443 331 44
932 568 56
111 671 34
144 936 52
462 377 80
999 931 13
45 660 31
662 802 54
261 663 56
178 47 88
29 181 30
87 814 33
221 57 8
231 810 91
977 671 53
69 483 17
782 245 55
408 508 84
929 204 20
450 720 91
808 5 9
782 542 49
512 834 52
673 164 54
6 505 71
825 771 77
567 715 75
702 855 97
372 263 20
244 787 92
641 632 59
500 6 67
816 467 9
304 938 28
129 737 81
930 413 16
57 630 89
177 892 8
198 631 29
62 354 58
779 557 9
701 507 97
520 298 8
824 503 6
869 910 64
56 367 12
933 743 67
945 832 63
540 361 65
525 806 59
382 140 1
809 622 15
575 41 97
728 260 42
690 976 66
678 532 71
746 345 2
440 635 70
545 681 65
47 690 69
265 384 6
897 5 70
252 402 11
757 35 60
774 65 60
485 173 93
635 926 28
956 764 37
616 143 63
226 391 40
675 168 35
593 984 67
304 165 54
619 174 47
83 112 75
915 839 97
501 419 37
890 72 50
798 784 35
935 641 26
111 948 45
743 222 28
425 465 90
134 621 83
829 733 89
944 670 47
34 510 68
622 759 85
808 231 82
667 268 81
259 243 47
728 547 48
643 837 90
504 840 8
408 923 29
48 724 43
890 226 86
774 222 20
739 807 80
810 354 1
513 376 96
367 599 27
29 641 98
337 367 66
640 992 44
742 650 13
458 209 5
734 538 18
321 789 15
379 362 38
419 285 29
627 449 39
828 327 84
129 280 97
478 747 2
929 39 36
43 232 94
52 587 100
746 460 59
77 512 60
492 550 79
289 846 76
680 449 56
421 813 34
173 103 54
980 985 45
281 546 30
488 952 74
400 313 100
476 209 42
315 468 96
649 717 4
513 480 45
878 784 56
310 339 41
37 460 53
899 168 78
19 317 88
328 58 4
739 527 39
709 295 78
91 477 91
51 231 3
383 901 85
175 822 4
483 736 23
252 244 94
795 786 73
741 297 19
947 956 95
372 583 54
983 685 50
207 648 72
810 286 1
90 595 83
199 971 5
32 882 53
625 717 75
700 370 6
868 338 45
597 613 27
894 100 72
254 526 43
145 148 48
332 655 56
198 572 67
106 661 73
511 72 91
571 170 16
455 786 11
119 497 37
997 353 87
486 1 100
340 749 58
480 176 48
983 791 72
617 729 95
825 133 7
992 521 26
25 412 7
22 449 100
813 611 58
595 292 69
223 709 68
3 512 7
944 20 18
450 135 32
628 555 14
251 461 74
885 75 5
155 544 95
68 747 51
46 601 28
491 809 39
127 149 44
962 777 4
443 496 82
645 203 97
264 265 90
58 364 39
765 465 16
46 842 90
478 589 85
883 872 32
192 866 36
58 743 35
408 869 61
127 825 34
925 988 95
118 332 94
3 340 58
280 686 92
207 37 52
841 435 65
406 445 5
300 350 87
155 590 39
296 750 9
171 359 35
958 541 65
959 161 97
858 330 25
721 473 34
752 147 81
764 491 51
205 401 42
112 822 2
80 826 52
71 389 57
122 457 100
939 787 29
109 972 2
838 124 40
477 387 24
905 886 59
372 39 74
751 374 16
61 637 88
981 941 31
124 768 70
108 573 64
791 239 2
655 399 32
198 168 94
838 800 30
964 148 45
654 382 11
305 827 47
669 533 48
413 32 97
606 318 4
121 788 24
479 589 44
93 273 32
209 229 84
472 494 70
507 288 6
179 957 78
840 268 55
210 745 29
79 409 62
377 33 56
435 666 59
189 431 73
820 85 24
